id,t,u,v,w,x,y,z,ts_in,ts_out
14662,0.034,0.728,0.376,0.794,0.997,0.984,0.465,406,1303
14663,0.103,0.108,0.028,0.731,0.337,0.605,0.549,949,1232
14664,0.382,0.111,0.283,0.36,0.395,0.127,0.704,89,245
14665,0.383,0.201,0.314,0.002,0.48,0.594,0.08,872,926
14666,0.411,0.113,0.282,0.989,0.17,0.057,0.498,506,1047
14667,0.295,0.202,0.22,0.966,0.703,0.831,0.662,197,1592
14668,0.209,0.908,0.415,0.704,0.932,0.962,0.24,830,1987
14669,0.294,0.905,0.724,0.622,0.89,0.948,0.589,503,1803
14670,0.938,0.715,0.716,0.886,0.502,0.145,0.802,334,1599
14671,0.231,0.363,0.086,0.24,0.274,0.407,0.816,10,1080
14672,0.459,0.692,0.558,0.285,0.469,0.819,0.341,451,1596
14673,0.747,0.309,0.965,0.23,0.846,0.128,0.652,860,1826
14674,0.267,0.501,0.392,0.766,0.541,0.94,0.648,360,1660
14675,0.35,0.63,0.169,0.475,0.576,0.509,0.222,565,675
14676,0.879,0.273,0.566,0.81,0.166,0.529,0.092,986,1625
14677,0.607,0.986,0.774,0.119,0.67,0.586,0.603,962,1421
14678,0.059,0.263,0.089,0.125,0.15,0.45,0.848,847,1654
14679,0.194,0.571,0.369,0.885,0.02,0.045,0.029,392,992
14680,0.544,0.202,0.51,0.681,0.568,0.161,0.687,603,1656
14681,0.855,0.557,0.843,0.802,0.934,0.348,0.247,737,1157
14682,0.104,0.623,0.185,0.864,0.085,0.663,0.149,64,1536
14683,0.782,0.91,0.408,0.482,0.308,0.096,0.268,386,1978
14684,0.175,0.069,0.888,0.876,0.105,0.847,0.232,826,1894
14685,0.6,0.679,0.502,0.452,0.937,0.472,0.321,786,1303
14686,0.598,0.85,0.115,0.731,0.407,0.431,0.636,557,866
14687,0.26,0.235,0.867,0.187,0.933,0.931,0.923,797,1898
14688,0.688,0.666,0.248,0.117,0.931,0.93,0.49,728,1875
14689,0.094,0.274,0.652,0.66,0.374,0.66,0.736,775,1067
14690,0.931,0.114,0.072,0.736,0.653,0.349,0.055,309,1777
14691,0.619,0.054,0.952,0.286,0.947,0.925,0.459,966,1437
14692,0.558,0.312,0.591,0.277,0.137,0.394,0.413,800,1506
14693,0.916,0.862,0.047,0.565,0.157,0.107,0.185,702,1242
14694,0.055,0.991,0.308,0.577,0.906,0.731,0.728,590,1372
14695,0.14,0.453,0.859,0.577,0.82,0.683,0.227,516,1737
14696,0.175,0.189,0.755,0.214,0.322,0.706,0.828,762,1351
14697,0.973,0.483,0.34,0.09,0.863,0.005,0.835,978,1265
14698,0.028,0.218,0.761,0.173,0.184,0.384,0.251,353,917
14699,0.012,0.305,0.854,0.684,0.315,0.413,0.173,183,254
14700,0.267,0.766,0.418,0.534,0.969,0.486,0.079,985,1668
14701,0.524,0.695,0.51,0.453,0.694,0.772,0.712,98,1373
14702,0.463,0.468,0.25,0.717,0.449,0.609,0.946,68,153
14703,0.988,0.866,0.363,0.098,0.356,0.905,0.456,930,1977
14704,0.109,0.383,0.447,0.097,0.815,0.775,0.412,338,429
14705,0.976,0.042,0.945,0.091,0.848,0.656,0.36,819,1822
14706,0.422,0.512,0.408,0.108,0.485,0.516,0.064,915,934
14707,0.953,0.543,0.364,0.697,0.754,0.314,0.061,713,801
14708,0.888,0.16,0.013,0.762,0.376,0.887,0.637,43,303
14709,0.71,0.073,0.588,0.004,0.71,0.603,0.42,58,144
14710,0.227,0.775,0.964,0.477,0.569,0.837,0.404,377,1959
14711,0.474,0.38,0.782,0.522,0.877,0.008,0.111,423,1973
14712,0.555,0.58,0.952,0.602,0.687,0.631,0.296,481,1613
14713,0.391,0.466,0.673,0.585,0.874,0.137,0.315,569,672
14714,0.92,0.005,0.586,0.498,0.615,0.934,0.695,415,1940
14715,0.174,0.625,0.599,0.658,0.606,0.391,0.373,369,534
14716,0.823,0.315,0.272,0.857,0.681,0.12,0.964,527,1190
14717,0.166,0.302,0.405,0.688,0.716,0.542,0.653,844,1882
14718,0.745,0.762,0.659,0.995,0.547,0.368,0.71,223,1762
14719,0.59,0.753,0.996,0.553,0.447,0.734,0.855,126,1311
14720,0.27,0.969,0.55,0.736,0.782,0.323,0.935,54,648
14721,0.853,0.44,0.766,0.821,0.807,0.358,0.36,458,1834
14722,0.653,0.065,0.026,0.085,0.156,0.773,0.431,721,1492
14723,0.987,0.941,0.098,0.108,0.046,0.411,0.846,107,1182
14724,0.317,0.878,0.141,0.956,0.806,0.415,0.427,897,1767
14725,0.535,0.561,0.641,0.8,0.166,0.556,0.095,911,1370
14726,0.291,0.148,0.258,0.586,0.942,0.84,0.429,285,1088
14727,0.295,0.818,0.8,0.186,0.437,0.571,0.551,944,1119
14728,0.008,0.792,0.626,0.795,0.704,0.753,0.177,243,1204
14729,0.964,0.117,0.041,0.92,0.155,0.809,0.35,348,1912
14730,0.301,0.182,0.974,0.169,0.402,0.886,0.298,6,1762
14731,0.181,0.837,0.411,0.01,0.384,0.926,0.498,666,675
14732,0.292,0.583,0.988,0.646,0.569,0.117,0.384,990,1720
14733,0.822,0.516,0.794,0.581,0.007,0.949,0.088,503,1092
14734,0.308,0.489,0.743,0.132,0.404,0.799,0.511,236,699
14735,0.619,0.781,0.364,0.49,0.678,0.722,0.736,248,407
14736,0.337,0.843,0.642,0.288,0.45,0.37,0.402,925,1077
14737,0.396,0.382,0.426,0.728,0.576,0.432,0.79,944,1006
14738,0.309,0.88,0.003,0.001,0.496,0.022,0.056,597,1105
14739,0.096,0.425,0.443,0.224,0.687,0.172,0.703,98,1084
14740,0.178,0.508,0.559,0.142,0.413,0.995,0.875,979,1578
14741,0.662,0.594,0.945,0.073,0.637,0.574,0.809,42,747
14742,0.401,0.36,0.729,0.901,0.284,0.971,0.851,649,1799
14743,0.601,0.016,0.365,0.204,0.907,0.263,0.178,2,1098
14744,0.684,0.58,0.614,0.306,0.225,0.678,0.047,158,1031
14745,0.568,0.548,0.827,0.434,0.987,0.254,0.412,252,647
14746,0.165,0.35,0.216,0.947,0.267,0.455,0.548,94,339
14747,0.014,0.762,0.809,0.23,0.676,0.693,0.408,38,932
14748,0.581,0.513,0.656,0.022,0.082,0.249,0.538,629,1252
14749,0.27,0.297,0.483,0.99,0.092,0.813,0.49,247,1947
14750,0.643,0.819,0.147,0.965,0.978,0.211,0.191,328,791
14751,0.237,0.652,0.563,0.111,0.114,0.389,0.008,243,647
14752,0.362,0.669,0.498,0.545,0.75,0.757,0.703,27,371
14753,0.754,0.998,0.32,0.818,0.471,0.385,0.905,50,1673
14754,0.013,0.047,0.102,0.049,0.323,0.84,0.708,229,574
14755,0.953,0.323,0.892,0.782,0.155,0.7,0.124,398,951
14756,0.223,0.095,0.672,0.671,0.91,0.762,0.71,965,1585
14757,0.81,0.741,0.176,0.812,0.692,0.336,0.305,677,1649
14758,0.046,0.043,0.703,0.226,0.286,0.412,0.043,931,1937
14759,0.912,0.352,0.231,0.253,0.183,0.395,0.075,145,1756
14760,0.913,0.036,0.342,0.476,0.225,0.752,0.52,143,1814
14761,0.199,0.213,0.487,0.667,0.72,0.724,0.287,457,1453
14762,0.281,0.294,0.59,0.455,0.443,0.134,0.639,29,211
14763,0.199,0.297,0.563,0.095,0.364,0.231,0.547,626,868
14764,0.672,0.602,0.174,0.066,0.053,0.758,0.305,899,1204
14765,0.309,0.943,0.448,0.574,0.116,0.725,0.269,935,1047
14766,0.515,0.472,0.75,0.937,0.218,0.848,0.222,463,1924
14767,0.268,0.318,0.32,0.464,0.264,0.737,0.759,685,791
14768,0.341,0.192,0.917,0.222,0.165,0.771,0.528,300,721
14769,0.234,0.595,0.299,0.882,0.452,0.967,0.88,440,525
14770,0.119,0.596,0.317,0.781,0.25,0.139,0.573,271,1855
14771,0.384,0.841,0.001,0.957,0.027,0.131,0.294,82,1821
14772,0.926,0.451,0.903,0.398,0.256,0.544,0.023,571,1896
14773,0.807,0.931,0.858,0.188,0.338,0.271,0.428,1000,1298
14774,0.476,0.075,0.868,0.592,0.039,0.58,0.867,503,1184
14775,0.729,0.719,0.374,0.326,0.08,0.349,0.711,687,1684
14776,0.909,0.231,0.408,0.349,0.366,0.481,0.64,682,1241
14777,0.885,0.096,0.68,0.515,0.243,0.031,0.425,300,355
14778,0.966,0.703,0.403,0.933,0.112,0.697,0.481,281,795
14779,0.509,0.029,0.299,0.365,0.55,0.146,0.275,241,1570
14780,0.915,0.77,0.123,0.01,0.466,0.135,0.492,929,1663
14781,0.648,0.31,0.91,0.087,0.431,0.417,0.754,754,1577
14782,0.37,0.352,0.489,0.094,0.94,0.814,0.725,656,1396
14783,0.829,0.13,0.533,0.02,0.155,0.348,0.656,110,1788
14784,0.062,0.744,0.096,0.156,0.12,0.404,0.658,156,709
14785,0.524,0.658,0.194,0.908,0.74,0.368,0.322,769,1045
14786,0.643,0.124,0.569,0.692,0.235,0.109,0.39,886,1279
14787,0.038,0.996,0.238,0.976,0.295,0.467,0.187,785,1237
14788,0.699,0.236,0.029,0.865,0.214,0.918,0.313,178,453
14789,0.797,0.293,0.113,0.642,0.587,0.069,0.892,786,815
14790,0.589,0.724,0.564,0.908,0.038,0.349,0.82,314,1316
14791,0.165,0.141,0.364,0.9,0.545,0.809,0.612,412,1671
14792,0.293,0.573,0.653,0.46,0.184,0.705,0.337,954,1262
14793,0.573,0.339,0.878,0.335,0.326,0.944,0.393,89,1935
14794,0.338,0.313,0.309,0.29,0.168,0.832,0.285,783,1013
14795,0.877,0.296,0.275,0.007,0.02,0.866,0.813,916,1229
14796,0.736,0.64,0.008,0.815,0.689,0.135,0.002,362,910
14797,0.756,0.646,0.923,0.284,0.253,0.935,0.009,986,1610
14798,0.802,0.682,0.861,0.573,0.472,0.074,0.885,699,855
14799,0.96,0.902,0.893,0.961,0.202,0.759,0.097,661,1207
14800,0.026,0.359,0.881,0.996,0.334,0.425,0.986,737,1512
14801,0.426,0.944,0.614,0.162,0.046,0.152,0.437,229,391
14802,0.241,0.812,0.931,0.22,0.283,0.063,0.804,874,1048
14803,0.906,0.749,0.945,0.561,0.297,0.164,0.824,852,1897
14804,0.93,0.483,0.843,0.33,0.308,0.877,0.212,776,1063
14805,0.801,0.654,0.078,0.37,0.815,0.721,0.709,572,723
14806,0.955,0.957,0.771,0.464,0.324,0.108,0.556,568,1132
14807,0.661,0.297,0.82,0.366,0.601,0.347,0.624,944,1957
14808,0.81,0.855,0.999,0.929,0.521,0.854,0.193,248,1568
14809,0.646,0.869,0.431,0.012,0.82,0.154,0.3,131,1093
14810,0.392,0.164,0.009,0.105,0.603,0.618,0.898,733,1108
14811,0.704,0.033,0.025,0.158,0.761,0.701,0.644,597,1286
14812,0.113,0.272,0.255,0.58,0.311,0.887,0.375,163,1292
14813,0.655,0.055,0.288,0.68,0.181,0.273,0.389,619,1215
14814,0.636,0.995,0.215,0.491,0.565,0.983,0.002,691,1123
14815,0.076,0.374,0.932,0.095,0.348,0.632,0.867,559,1599
14816,0.312,0.884,0.51,0.16,0.5,0.549,0.318,682,1186
14817,0.66,0.758,0.456,0.074,0.1,0.094,0.612,498,1548
14818,0.676,0.315,0.953,0.717,0.256,0.273,0.849,539,646
14819,0.599,0.565,0.615,0.549,0.063,0.093,0.818,756,1705
14820,0.491,0.759,0.675,0.59,0.781,0.173,0.494,357,1972
14821,0.903,0.651,0.167,0.245,0.064,0.963,0.022,730,1875
14822,0.374,0.211,0.353,0.446,0.932,0.853,0.002,997,1516
14823,0.388,0.683,0.884,0.365,0.811,0.402,0.063,91,1289
14824,0.376,0.065,0.797,0.305,0.359,0.35,0.16,770,1654
14825,0.435,0.996,0.825,0.311,0.209,0.71,0.657,864,1373
14826,0.916,0.749,0.515,0.391,0.307,0.833,0.513,863,965
14827,0.914,0.082,0.726,0.269,0.404,0.356,0.729,796,1797
14828,0.755,0.257,0.042,0.43,0.977,0.73,0.95,801,1018
14829,0.183,0.432,0.105,0.362,0.213,0.894,0.475,677,1290
14830,0.981,0.611,0.835,0.032,0.414,0.076,0.356,353,1225
14831,0.964,0.527,0.48,0.836,0.97,0.026,0.927,140,1072
14832,0.925,0.54,0.87,0.568,0.288,0.65,0.513,834,1066
14833,0.687,0.993,0.486,0.723,0.889,0.718,0.618,881,1361
14834,0.709,0.907,0.632,0.178,0.862,0.521,0.972,23,941
14835,0.662,0.253,0.633,0.13,0.692,0.041,0.806,19,1100
14836,0.131,0.941,0.981,0.521,0.565,0.855,0.186,498,1743
14837,0.232,0.451,0.587,0.118,0.776,0.253,0.103,57,1850
14838,0.078,0.705,0.842,0.406,0.121,0.823,0.502,710,1091
14839,0.976,0.112,0.513,0.092,0.132,0.326,0.396,620,1578
14840,0.885,0.945,0.877,0.316,0.431,0.602,0.344,829,1519
14841,0.053,0.15,0.068,0.521,0.764,0.954,0.138,421,1234
14842,0.971,0.213,0.74,0.665,0.064,0.093,0.541,993,1984
14843,0.797,0.625,0.661,0.924,0.246,0.682,0.695,291,1627
14844,0.109,0.359,0.127,0.042,0.17,0.55,0.94,961,1764
14845,0.163,0.863,0.842,0.796,0.021,0.569,0.451,341,652
14846,0.91,0.255,0.507,0.148,0.493,0.205,0.143,543,949
14847,0.373,0.223,0.801,0.33,0.836,0.015,0.874,711,792
14848,0.836,0.45,0.891,0.615,0.384,0.788,0.613,773,1212
14849,0.038,0.253,0.533,0.271,0.03,0.816,0.593,720,1355
14850,0.475,0.065,0.81,0.95,0.078,0.582,0.571,678,1937
14851,0.088,0.115,0.018,0.648,0.093,0.027,0.088,738,1255
14852,0.556,0.39,0.988,0.931,0.785,0.689,0.098,491,1731
14853,0.201,0.008,0.79,0.681,0.926,0.508,0.857,196,1181
14854,0.636,0.312,0.134,0.997,0.136,0.746,0.549,526,586
14855,0.565,0.931,0.482,0.101,0.709,0.694,0.004,470,1733
14856,0.256,0.489,0.091,0.461,0.229,0.842,0.163,398,493
14857,0.743,0.424,0.469,0.944,0.757,0.502,0.881,382,947
14858,0.95,0.749,0.992,0.905,0.171,0.223,0.249,727,1047
14859,0.136,0.147,0.548,0.983,0.608,0.225,0.419,780,1070
14860,0.475,0.439,0.399,0.08,0.017,0.085,0.447,336,1957
14861,0.282,0.4,0.73,0.175,0.445,0.16,0.747,252,768
14862,0.151,0.532,0.955,0.159,0.532,0.395,0.385,244,1544
14863,0.475,0.477,0.402,0.184,0.468,0.156,0.385,198,1534
14864,0.274,0.285,0.717,0.963,0.391,0.536,0.05,610,1610
14865,0.867,0.576,0.921,0.596,0.824,0.698,0.495,14,769
14866,0.066,0.793,0.478,0.574,0.395,0.741,0.821,225,1508
14867,0.523,0.007,0.527,0.667,0.808,0.586,0.562,268,737
14868,0.799,0.084,0.239,0.639,0.141,0.427,0.697,967,1704
14869,0.879,0.928,0.574,0.786,0.759,0.355,0.319,197,446
14870,0.18,0.247,0.645,0.805,0.493,0.907,0.978,392,1467
14871,0.468,0.064,0.795,0.734,0.584,0.832,0.122,401,1313
14872,0.795,0.799,0.029,0.087,0.82,0.581,0.039,928,1755
14873,0.811,0.59,0.646,0.669,0.877,0.097,0.836,567,575
14874,0.807,0.663,0.621,0.387,0.715,0.471,0.989,229,978
14875,0.018,0.678,0.345,0.57,0.163,0.3,0.729,739,1317
14876,0.365,0.558,0.513,0.593,0.768,0.604,0.851,830,1485
14877,0.942,0.069,0.601,0.927,0.278,0.66,0.565,969,1369
14878,0.496,0.155,0.913,0.925,0.708,0.979,0.275,820,1170
14879,0.654,0.189,0.934,0.317,0.595,0.787,0.541,616,1874
14880,0.695,0.018,0.719,0.54,0.016,0.229,0.264,877,1912
14881,0.783,0.491,0.182,0.858,0.091,0.966,0.376,584,1138
14882,0.454,0.225,0.061,0.587,0.015,0.66,0.548,300,626
14883,0.582,0.542,0.909,0.771,0.461,0.81,0.069,902,1419
14884,0.004,0.616,0.373,0.693,0.93,0.972,0.323,20,1791
14885,0.874,0.045,0.669,0.755,0.607,0.589,0.656,522,1142
14886,0.834,0.153,0.318,0.671,0.67,0.047,0.45,947,1701
14887,0.807,0.737,0.966,0.049,0.951,0.655,0.334,23,499
14888,0.745,0.146,0.557,0.106,0.67,0.222,0.171,547,1096
14889,0.983,0.143,0.494,0.94,0.999,0.82,0.455,830,934
14890,0.164,0.537,0.633,0.355,0.153,0.817,0.279,78,1674
14891,0.182,0.483,0.238,0.688,0.678,0.037,0.531,362,1089
14892,0.93,0.949,0.788,0.502,0.55,0.882,0.603,374,938
14893,0.13,0.137,0.372,0.289,0.498,0.261,0.082,939,1466
14894,0.757,0.102,0.858,0.312,0.101,0.964,0.516,475,1874
14895,0.047,0.607,0.04,0.326,0.299,0.049,0.892,193,1079
14896,0.57,0.071,0.791,0.255,0.652,0.389,0.65,956,1575
14897,0.263,0.688,0.684,0.092,0.766,0.594,0.781,587,723
14898,0.014,0.689,0.279,0.733,0.571,0.519,0.526,57,1114
14899,0.421,0.265,0.199,0.21,0.911,0.632,0.823,615,960
14900,0.779,0.913,0.665,0.474,0.712,0.09,0.95,546,883
14901,0.88,0.422,0.277,0.414,0.221,0.436,0.695,316,846
14902,0.583,0.442,0.367,0.073,0.42,0.1,0.953,688,1913
14903,0.916,0.457,0.916,0.669,0.656,0.673,0.617,739,973
14904,0.614,0.042,0.952,0.802,0.296,0.497,0.374,666,1516
14905,0.464,0.206,0.685,0.793,0.192,0.036,0.272,748,1398
14906,0.977,0.221,0.154,0.182,0.948,0.886,0.612,305,1894
14907,0.43,0.455,0.576,0.07,0.539,0.533,0.466,32,1777
14908,0.141,0.918,0.793,0.171,0.41,0.246,0.481,633,932
14909,0.79,0.429,0.975,0.224,0.303,0.317,0.7,536,1013
14910,0.693,0.746,0.654,0.309,0.613,0.778,0.328,968,1066
14911,0.984,0.626,0.495,0.871,0.436,0.958,0.671,32,234
14912,0.607,0.077,0.741,0.847,0.325,0.321,0.537,114,1337
14913,0.117,0.569,0.917,0.152,0.024,0.592,0.685,87,282
14914,0.22,0.306,0.662,0.312,0.785,0.289,0.731,625,1345
14915,0.39,0.084,0.676,0.05,0.491,0.577,0.46,595,1559
14916,0.827,0.163,0.754,0.022,0.574,0.486,0.276,961,1894
14917,0.802,0.93,0.079,0.597,0.901,0.415,0.558,29,810
14918,0.541,0.048,0.904,0.142,0.959,0.655,0.676,601,1094
14919,0.142,0.12,0.227,0.33,0.015,0.034,0.068,450,877
14920,0.588,0.698,0.465,0.886,0.824,0.646,0.12,189,565
14921,0.094,0.346,0.347,0.943,0.472,0.234,0.614,688,1476
14922,0.782,0.706,0.85,0.374,0.797,0.577,0.987,88,1848
14923,0.79,0.52,0.612,0.509,0.577,0.445,0.949,301,942
14924,0.104,0.893,0.744,0.755,0.309,0.418,0.24,267,1500
14925,0.188,0.537,0.724,0.975,0.292,0.101,0.657,512,702
14926,0.139,0.341,0.411,0.189,0.038,0.512,0.071,528,1341
14927,0.753,0.707,0.132,0.953,0.48,0.454,0.611,238,289
14928,0.62,0.416,0.187,0.247,0.918,0.538,0.916,384,473
14929,0.008,0.851,0.748,0.05,0.051,0.421,0.145,768,1151
14930,0.235,0.316,0.888,0.742,0.701,0.156,0.236,617,677
14931,0.914,0.736,0.574,0.355,0.405,0.838,0.305,467,1342
14932,0.85,0.451,0.064,0.305,0.154,0.296,0.772,952,1390
14933,0.135,0.991,0.865,0.144,0.517,0.542,0.126,589,923
14934,0.036,0.556,0.535,0.995,0.208,0.138,0.245,147,309
14935,0.644,0.166,0.508,0.537,0.634,0.675,0.34,66,1991
14936,0.08,0.499,0.753,0.889,0.246,0.279,0.378,432,1799
14937,0.917,0.086,0.364,0.506,0.58,0.219,0.226,33,451
14938,0.549,0.971,0.543,0.936,0.173,0.085,0.606,919,1944
14939,0.674,0.471,0.704,0.536,0.877,0.276,0.805,497,671
14940,0.576,0.28,0.718,0.507,0.063,0.971,0.763,197,1919
14941,0.703,0.195,0.194,0.254,0.691,0.131,0.422,580,1376
14942,0.038,0.697,0.694,0.007,0.689,0.305,0.12,32,1341
14943,0.056,0.216,0.217,0.469,0.471,0.748,0.594,90,606
14944,0.386,0.555,0.237,0.071,0.5,0.993,0.054,790,1798
14945,0.244,0.594,0.854,0.542,0.155,0.69,0.338,883,1586
14946,0.015,0.307,0.654,0.604,0.727,0.363,0.269,437,1392
14947,0.655,0.265,0.652,0.847,0.258,0.507,0.463,31,449
14948,0.25,0.455,0.378,0.539,0.363,0.706,0.1,556,1510
14949,0.507,0.19,0.737,1.0,0.012,0.545,0.645,468,1302
14950,0.583,0.945,0.251,0.144,0.745,0.885,0.351,822,1304
14951,0.876,0.064,0.651,0.841,0.092,0.023,0.011,54,1351
14952,0.089,0.92,0.919,0.615,0.265,0.32,0.712,200,1599
14953,0.037,0.104,0.251,0.791,0.926,0.834,0.951,847,1593
14954,0.838,0.712,0.04,0.285,0.607,0.621,0.291,448,1164
14955,0.268,0.441,0.638,0.895,0.933,0.077,0.502,285,922
14956,0.709,0.374,0.752,0.019,0.843,0.115,0.641,854,1025
14957,0.678,0.982,0.617,0.52,0.896,0.319,0.827,286,1061
14958,0.165,0.164,0.779,0.083,0.95,0.977,0.085,117,1571
14959,0.463,0.428,0.153,0.933,0.967,0.431,0.911,857,1962
14960,0.146,0.878,0.437,0.166,0.121,0.103,0.506,264,871
14961,0.341,0.558,0.043,0.918,0.882,0.338,0.652,590,1931
14962,0.789,0.687,0.631,0.575,0.096,0.305,0.269,501,1306
14963,0.851,0.029,0.297,0.871,0.256,0.579,0.439,586,1991
14964,0.324,0.268,0.737,0.869,0.012,0.325,0.477,595,1955
14965,0.565,0.061,0.162,0.877,0.565,0.356,0.64,203,1427
14966,0.602,0.53,0.665,0.013,0.623,0.093,0.472,775,1442
14967,0.053,0.29,0.315,0.676,0.763,0.509,0.442,358,1322
14968,0.652,0.673,0.27,0.367,0.843,0.515,0.503,73,214
14969,0.797,0.81,0.277,0.337,0.22,0.292,0.831,334,1465
14970,0.097,0.826,0.489,0.676,0.54,0.931,0.819,263,726
14971,0.421,0.455,0.092,0.817,0.984,0.617,0.493,749,800
14972,0.261,0.72,0.485,0.525,0.584,0.434,0.597,244,441
14973,0.874,0.864,0.462,0.198,0.271,0.425,0.271,433,1071
14974,0.052,0.419,0.179,0.048,0.403,0.642,0.89,160,1998
14975,0.725,0.921,0.453,0.277,0.386,0.825,0.1,277,1479
14976,0.622,0.149,0.801,0.54,0.354,0.37,0.382,434,474
14977,0.245,0.451,0.366,0.733,0.797,0.435,0.553,378,1429
14978,0.819,0.041,0.762,0.846,0.505,0.916,0.869,36,550
14979,0.99,0.807,0.517,0.883,0.3,0.881,0.175,591,1816
14980,0.964,0.07,0.791,0.554,0.673,0.917,0.404,934,1959
14981,0.822,0.609,0.285,0.495,0.287,0.322,0.808,996,1000
14982,0.19,0.058,0.528,0.478,0.802,0.647,0.246,564,680
14983,0.051,0.403,0.253,0.709,0.081,0.536,0.685,680,1041
14984,0.078,0.265,0.771,0.78,0.954,0.707,0.827,646,700
14985,0.45,0.231,0.593,0.66,0.839,0.143,0.587,756,1320
14986,0.019,0.417,0.931,0.678,0.113,0.318,0.027,633,648
14987,0.888,0.635,0.325,0.935,0.823,0.251,0.534,588,1895
14988,0.57,0.057,0.466,0.675,0.068,0.321,0.113,14,322
14989,0.364,0.928,0.866,0.954,0.839,0.65,0.831,820,1361
14990,0.403,0.38,0.577,0.024,0.344,0.417,0.696,71,1452
14991,0.73,0.82,0.068,0.033,0.134,0.747,0.498,35,836
14992,0.433,0.881,0.205,0.998,0.685,0.001,0.193,143,1627
14993,0.591,0.039,0.929,0.284,0.224,0.053,0.63,446,744
14994,0.502,0.295,0.328,0.771,0.976,0.593,0.37,466,1865
14995,0.493,0.184,0.649,0.047,0.738,0.371,0.736,331,1386
14996,0.413,0.371,0.476,0.326,0.27,0.888,0.734,487,1591
14997,0.059,0.391,0.594,0.15,0.305,0.607,0.922,664,1003
14998,0.813,0.358,0.564,0.709,0.483,0.104,0.168,821,1132
14999,0.582,0.517,0.217,0.999,0.875,0.147,0.363,698,734
15000,0.078,0.245,0.212,0.299,0.083,0.047,0.705,228,1563
15001,0.899,0.239,0.09,0.732,0.708,0.66,0.315,949,1417
15002,0.027,0.043,0.405,0.712,0.035,0.044,0.002,596,747
15003,0.508,0.811,0.186,0.235,0.164,0.468,0.96,574,1308
15004,0.488,0.519,0.697,0.605,0.792,0.909,0.67,232,439
15005,0.121,0.464,0.14,0.11,0.137,0.849,0.949,202,1910
15006,0.043,0.036,0.219,0.038,0.912,0.086,0.565,406,1312
15007,0.689,0.767,0.975,0.271,0.564,0.674,0.522,799,1640
15008,0.578,0.707,0.105,0.062,0.252,0.279,0.268,384,1689
15009,0.702,0.777,0.476,0.518,0.155,0.867,0.987,784,1889
15010,0.097,0.563,0.324,0.0,0.642,0.906,0.365,576,1226
15011,0.079,0.722,0.899,0.01,0.537,0.048,0.203,474,662
15012,0.285,0.227,0.22,0.77,0.593,0.615,0.115,609,1419
15013,0.115,0.964,0.05,0.414,0.893,0.487,0.289,818,1480
15014,0.235,1.0,0.815,0.625,0.481,0.332,0.792,141,1190
15015,0.042,0.843,0.02,0.947,0.31,0.434,0.984,126,1125
15016,0.197,0.583,0.993,0.608,0.462,0.308,0.556,515,803
15017,0.228,0.573,0.588,0.264,0.193,0.791,0.108,130,1830
15018,0.9,0.029,0.361,0.873,0.189,0.662,0.655,246,1997
15019,0.784,0.327,0.565,0.928,0.936,0.769,0.331,279,431
15020,0.601,0.839,0.943,0.082,0.732,0.689,0.119,396,1224
15021,0.793,0.641,0.051,0.005,0.749,0.305,0.328,709,1265
15022,0.621,0.593,0.565,0.991,0.019,0.067,0.79,851,1060
15023,0.284,0.469,0.407,0.788,0.949,0.435,0.032,650,1455
15024,0.568,0.817,0.044,0.798,0.953,0.333,0.668,764,1961
15025,0.123,0.393,0.862,0.57,0.075,0.491,0.425,631,733
15026,0.596,0.793,0.046,0.095,0.183,0.35,0.547,697,1849
15027,0.315,0.53,0.203,0.409,0.967,0.643,0.562,210,1554
15028,0.451,0.061,0.272,0.579,0.62,0.229,0.207,785,981
15029,0.629,0.486,0.265,0.463,0.975,0.226,0.62,128,619
15030,0.157,0.144,0.522,0.067,0.505,0.554,0.621,347,743
15031,0.943,0.771,0.52,0.039,0.991,0.975,0.666,426,1504
15032,0.979,0.044,0.995,0.767,0.045,0.887,0.016,595,1940
15033,0.157,0.503,0.799,0.816,0.82,0.212,0.331,331,1827
15034,0.261,0.363,0.778,0.273,0.805,0.786,0.921,147,447
15035,0.873,0.906,0.228,0.182,0.648,0.738,0.878,859,1736
15036,0.43,0.704,0.802,0.208,0.396,0.037,0.901,254,1992
15037,0.956,0.474,0.579,0.478,0.267,0.358,0.405,137,370
15038,0.798,0.386,0.351,0.747,0.157,0.92,0.721,421,1146
15039,0.263,0.298,0.289,0.246,0.367,0.157,0.088,113,1771
15040,0.097,0.019,0.671,0.225,0.783,0.209,0.345,323,1307
15041,0.694,0.347,0.58,0.6,0.836,0.593,0.555,236,1634
15042,0.945,0.081,0.971,0.645,0.026,0.214,0.026,92,1237
15043,0.903,0.533,0.693,0.526,0.694,0.533,0.835,411,1708
15044,0.01,0.967,0.116,0.56,0.71,0.917,0.847,352,1629
15045,0.081,0.919,0.672,0.213,0.712,0.932,0.012,203,295
15046,0.83,0.243,0.544,0.855,0.841,0.334,0.744,236,634
15047,0.869,0.309,0.545,0.678,0.63,0.412,0.786,336,1818
15048,0.899,0.278,0.322,0.76,0.926,0.287,0.964,340,1190
15049,0.956,0.552,0.463,0.185,0.405,0.003,0.07,996,1510
15050,0.013,0.609,0.9,0.867,0.014,0.038,0.601,365,850
15051,0.446,0.66,0.713,0.569,0.411,0.56,0.656,891,1736
15052,0.427,0.691,0.44,0.69,0.179,0.941,0.232,290,1593
