id,t,u,v,time_in,time_out
8973,0.748,0.911,0.318,179,422
8974,0.755,0.847,0.227,935,1210
8975,0.853,0.625,0.106,861,1689
8976,0.873,0.392,0.197,181,258
8977,0.787,0.325,0.288,136,1790
8978,0.776,0.108,0.303,853,1792
8979,0.829,0.092,0.167,205,1700
8980,0.8,0.853,0.348,484,1508
8981,0.797,0.922,0.212,648,1668
8982,0.833,0.106,0.136,33,1902
8983,0.764,0.039,0.288,975,1167
8984,0.851,0.028,0.152,924,931
8985,0.751,0.808,0.515,521,1092
8986,0.816,0.811,0.242,993,1741
8987,0.857,0.564,0.318,398,1630
8988,0.859,0.5,0.288,808,1941
8989,0.819,0.389,0.061,602,1978
8990,0.788,0.342,0.152,317,837
8991,0.785,0.194,0.076,927,1677
8992,0.843,0.208,0.455,314,1643
8993,0.771,0.894,0.167,76,1728
8994,0.801,0.669,0.318,382,668
8995,0.804,0.875,0.409,628,892
8996,0.798,0.869,0.348,915,1639
8997,0.749,0.094,0.212,764,1085
8998,0.867,0.078,0.167,30,1379
8999,0.833,0.925,0.394,369,1921
9000,0.78,0.986,0.212,707,1883
9001,0.811,0.169,0.076,850,1137
9002,0.761,0.217,0.152,687,1204
9003,0.833,0.725,0.152,740,791
9004,0.833,0.308,0.455,24,975
9005,0.782,0.039,0.227,584,608
9006,0.756,0.992,0.182,323,1161
9007,0.862,0.817,0.152,968,1920
9008,0.79,0.0,0.121,774,1981
9009,0.808,0.411,0.212,795,1818
9010,0.75,0.203,0.333,538,1207
9011,0.741,0.689,0.258,6,746
9012,0.828,0.586,0.167,352,1740
9013,0.831,0.511,0.227,980,1319
9014,0.791,0.039,0.121,548,1967
9015,0.808,0.339,0.212,535,1599
9016,0.809,0.403,0.197,602,1166
9017,0.799,0.006,0.242,790,994
9018,0.813,0.494,0.212,898,1159
9019,0.882,0.361,0.439,81,1086
9020,0.872,0.453,0.379,299,959
9021,0.775,0.175,0.303,714,1930
9022,0.745,0.183,0.409,341,1120
9023,0.798,0.761,0.318,285,1558
9024,0.812,0.469,0.227,384,1600
9025,0.89,0.403,0.242,11,66
9026,0.881,0.344,0.076,213,926
9027,0.805,0.489,0.106,61,543
9028,0.785,0.108,0.242,86,1090
9029,0.822,0.592,0.258,678,1826
9030,0.835,0.753,0.197,232,1848
9031,0.89,0.375,0.258,445,1331
9032,0.795,0.95,0.106,173,1664
9033,0.825,0.117,0.182,520,1247
9034,0.8,0.519,0.152,616,1197
9035,0.801,0.539,0.061,318,708
9036,0.88,0.506,0.121,604,1011
9037,0.879,0.408,0.152,444,612
9038,0.878,0.447,0.136,226,637
9039,0.876,0.469,0.106,793,973
9040,0.873,0.633,0.091,704,1785
9041,0.88,0.7,0.091,204,733
9042,0.888,0.356,0.242,463,1043
9043,0.833,0.822,0.439,266,387
9044,0.822,0.097,0.167,533,1835
9045,0.888,0.333,0.136,602,767
9046,0.878,0.425,0.182,347,1452
9047,0.804,0.475,0.091,447,1531
9048,0.773,0.65,0.515,976,1709
9049,0.806,0.397,0.106,901,1368
9050,0.808,0.592,0.197,528,1522
9051,0.863,0.706,0.121,3,2000
9052,0.88,0.7,0.106,805,1983
9053,0.896,0.308,0.318,243,721
9054,0.873,0.422,0.591,608,1634
9055,0.84,0.278,0.061,970,1903
9056,0.804,0.403,0.061,846,1786
9057,0.797,0.986,0.152,783,1812
9058,0.811,0.453,0.152,104,1373
9059,0.863,0.722,0.152,988,1943
9060,0.892,0.292,0.394,29,326
9061,0.875,0.361,0.515,677,1643
9062,0.847,0.467,0.606,880,1691
9063,0.835,0.225,0.091,695,1472
9064,0.811,0.039,0.167,241,636
9065,0.879,0.417,0.348,915,1559
9066,0.877,0.419,0.348,550,906
9067,0.798,0.961,0.136,498,1557
9068,0.779,0.308,0.303,677,1677
9069,0.779,0.981,0.318,302,385
9070,0.821,0.506,0.076,965,1608
9071,0.839,0.736,0.167,657,1466
9072,0.875,0.636,0.136,636,955
9073,0.896,0.303,0.258,500,755
9074,0.885,0.325,0.227,391,1869
9075,0.84,0.494,0.47,241,1959
9076,0.84,0.481,0.439,667,1842
9077,0.804,0.169,0.076,968,1346
9078,0.798,0.808,0.182,151,1756
9079,0.776,0.136,0.439,902,991
9080,0.826,0.8,0.136,158,1129
9081,0.863,0.7,0.121,286,1528
9082,0.868,0.583,0.152,273,1702
9083,0.89,0.275,0.394,48,1803
9084,0.886,0.281,0.303,612,1856
9085,0.863,0.325,0.591,568,1320
9086,0.876,0.408,0.258,220,847
9087,0.842,0.422,0.288,719,1063
9088,0.775,0.392,0.182,80,1346
9089,0.873,0.675,0.152,504,1911
9090,0.878,0.675,0.167,52,188
9091,0.884,0.272,0.242,903,994
9092,0.835,0.353,0.106,284,685
9093,0.819,0.308,0.318,236,1277
9094,0.807,0.981,0.242,273,955
9095,0.878,0.286,0.424,329,1189
9096,0.846,0.35,0.379,626,711
9097,0.835,0.258,0.152,715,834
9098,0.792,0.586,0.348,882,940
9099,0.864,0.514,0.227,93,153
9100,0.874,0.769,0.091,485,1712
9101,0.877,0.286,0.439,269,1285
9102,0.831,0.436,0.076,843,1816
9103,0.83,0.433,0.136,481,1271
9104,0.804,0.186,0.091,839,1057
9105,0.865,0.703,0.136,609,1780
9106,0.882,0.3,0.318,684,745
9107,0.832,0.131,0.227,396,1371
9108,0.813,0.225,0.152,747,1781
9109,0.794,0.25,0.03,31,237
9110,0.873,0.781,0.091,863,978
9111,0.862,0.281,0.576,913,1096
9112,0.842,0.061,0.152,40,456
9113,0.898,0.314,0.364,528,1396
9114,0.869,0.203,0.106,927,1985
9115,0.813,0.944,0.076,751,1201
9116,0.804,0.778,0.076,494,528
9117,0.843,0.669,0.106,427,1850
9118,0.87,0.761,0.167,215,1190
9119,0.799,0.386,0.076,973,1885
9120,0.912,0.306,0.5,719,1231
9121,0.87,0.242,0.136,244,1630
9122,0.859,0.339,0.121,302,517
9123,0.768,0.603,0.394,304,701
9124,0.857,0.231,0.273,783,1087
9125,0.813,0.969,0.273,925,1910
9126,0.919,0.308,0.53,267,1719
9127,0.86,0.267,0.136,191,1494
9128,0.808,0.506,0.121,801,1295
9129,0.737,0.147,0.348,477,1937
9130,0.84,0.017,0.152,911,1789
9131,0.837,0.875,0.348,241,972
9132,0.807,0.378,0.212,20,871
9133,0.797,0.25,0.076,274,537
9134,0.909,0.303,0.47,329,940
9135,0.818,0.422,0.121,297,978
9136,0.813,0.403,0.121,426,1084
9137,0.791,0.825,0.212,416,485
9138,0.864,0.775,0.152,105,920
9139,0.887,0.294,0.273,606,1783
9140,0.871,0.189,0.121,232,870
9141,0.867,0.172,0.136,856,1415
9142,0.746,0.114,0.379,651,1874
9143,0.786,0.694,0.288,7,491
9144,0.791,0.433,0.182,996,1256
9145,0.874,0.828,0.152,915,1591
9146,0.89,0.347,0.333,195,947
9147,0.873,0.167,0.152,759,855
9148,0.872,0.167,0.136,632,1365
9149,0.871,0.183,0.167,317,1982
9150,0.864,0.219,0.167,6,1838
9151,0.794,0.425,0.227,883,1687
9152,0.803,0.917,0.439,196,1226
9153,0.841,0.672,0.091,330,975
9154,0.9,0.414,0.303,254,1729
9155,0.802,0.067,0.136,759,1269
9156,0.919,0.281,0.53,541,885
9157,0.87,0.172,0.167,597,1561
9158,0.869,0.175,0.152,771,1007
9159,0.804,0.419,0.121,220,1834
9160,0.795,0.414,0.258,756,1781
9161,0.847,0.675,0.197,253,394
9162,0.871,0.319,0.227,614,1690
9163,0.868,0.289,0.303,913,1198
9164,0.846,0.917,0.258,583,1465
9165,0.892,0.297,0.273,130,1327
9166,0.881,0.297,0.212,73,326
9167,0.872,0.144,0.167,572,1165
9168,0.827,0.269,0.258,676,1269
9169,0.879,0.867,0.167,493,1214
9170,0.905,0.453,0.364,221,1980
9171,0.893,0.422,0.348,300,1297
9172,0.855,0.119,0.182,938,1689
9173,0.882,0.25,0.227,280,1780
9174,0.864,0.286,0.212,646,1401
9175,0.861,0.375,0.182,746,1062
9176,0.786,0.364,0.076,441,1207
9177,0.774,0.169,0.091,231,1850
9178,0.817,0.153,0.152,654,1466
9179,0.812,0.208,0.379,814,823
9180,0.772,0.697,0.364,637,797
9181,0.82,0.528,0.121,989,1952
9182,0.886,0.389,0.258,761,988
9183,0.845,0.903,0.333,931,1254
9184,0.858,0.05,0.242,225,431
9185,0.857,0.036,0.152,926,1057
9186,0.838,0.325,0.273,571,895
9187,0.808,0.103,0.076,5,907
9188,0.846,0.75,0.136,913,1315
9189,0.886,0.422,0.242,197,677
9190,0.872,0.367,0.288,691,1097
9191,0.843,0.942,0.333,569,1597
9192,0.842,0.283,0.303,681,1806
9193,0.804,0.858,0.273,734,1632
9194,0.902,0.225,0.409,528,808
9195,0.891,0.247,0.303,340,913
9196,0.888,0.258,0.273,333,1294
9197,0.883,0.256,0.167,637,1566
9198,0.876,0.144,0.136,911,1813
9199,0.861,0.286,0.227,454,1276
9200,0.801,0.331,0.152,382,1659
9201,0.814,0.242,0.242,346,1368
9202,0.733,0.183,0.333,197,1123
9203,0.889,0.433,0.348,446,1118
9204,0.843,0.961,0.333,93,1139
9205,0.851,0.922,0.258,89,791
9206,0.857,0.25,0.212,542,1587
9207,0.851,0.278,0.152,338,1414
9208,0.8,0.097,0.152,17,1168
9209,0.928,0.264,0.333,713,1486
9210,0.847,0.786,0.288,129,437
9211,0.895,0.408,0.258,972,1994
9212,0.883,0.436,0.182,37,1844
9213,0.845,0.983,0.273,847,1670
9214,0.849,0.897,0.258,208,1662
9215,0.854,0.911,0.197,240,1667
9216,0.857,0.919,0.182,723,1067
9217,0.866,0.869,0.167,989,1467
9218,0.863,0.111,0.106,107,1247
9219,0.921,0.233,0.439,795,1727
9220,0.899,0.203,0.439,220,1810
9221,0.878,0.156,0.045,872,1693
9222,0.861,0.194,0.227,546,1248
9223,0.796,0.272,0.106,988,1717
9224,0.784,0.786,0.227,238,779
9225,0.877,0.814,0.212,262,1186
9226,0.881,0.439,0.167,951,1258
9227,0.866,0.814,0.182,168,1797
9228,0.879,0.244,0.091,778,1109
9229,0.876,0.342,0.197,378,1123
9230,0.868,0.278,0.273,43,996
9231,0.878,0.814,0.212,661,1305
9232,0.88,0.489,0.152,903,1720
9233,0.85,0.008,0.288,993,1525
9234,0.85,0.994,0.288,658,1804
9235,0.86,0.914,0.167,161,819
9236,0.862,0.881,0.167,867,1821
9237,0.81,0.036,0.182,485,970
9238,0.876,0.344,0.167,906,1879
9239,0.874,0.336,0.212,249,316
9240,0.861,0.153,0.212,14,1322
9241,0.731,0.825,0.061,29,82
9242,0.875,0.792,0.182,556,1910
9243,0.894,0.547,0.197,960,1424
9244,0.872,0.339,0.242,89,1186
9245,0.837,0.272,0.227,71,1407
9246,0.861,0.919,0.197,854,1357
9247,0.862,0.911,0.212,901,1788
9248,0.863,0.917,0.182,443,1399
9249,0.864,0.3,0.167,477,1854
9250,0.856,0.342,0.258,297,818
9251,0.884,0.189,0.242,130,1611
9252,0.78,0.031,0.212,191,974
9253,0.86,0.694,0.379,754,1522
9254,0.855,0.992,0.303,903,1629
9255,0.857,0.958,0.288,923,1028
9256,0.865,0.942,0.197,925,1448
9257,0.871,0.789,0.121,902,1341
9258,0.867,0.339,0.152,319,1346
9259,0.866,0.35,0.152,360,986
9260,0.858,0.386,0.258,187,754
9261,0.856,0.383,0.273,355,672
9262,0.825,0.308,0.333,582,1270
9263,0.916,0.231,0.348,628,1559
9264,0.901,0.208,0.545,718,1289
9265,0.876,0.347,0.121,877,1715
9266,0.788,0.836,0.061,468,520
9267,0.77,0.444,0.197,284,440
9268,0.808,0.625,0.061,564,974
9269,0.888,0.411,0.258,193,1579
9270,0.885,0.389,0.258,666,1476
9271,0.883,0.397,0.258,541,1163
9272,0.879,0.35,0.121,7,1194
9273,0.856,0.625,0.061,201,541
9274,0.858,0.003,0.303,786,1768
9275,0.858,0.997,0.288,446,815
9276,0.87,0.839,0.136,952,1201
9277,0.816,0.061,0.152,197,1810
9278,0.908,0.219,0.485,49,672
9279,0.858,0.181,0.227,276,301
9280,0.796,0.172,0.212,127,1963
9281,0.776,0.386,0.152,225,588
9282,0.808,0.919,0.03,740,1680
9283,0.769,0.567,0.091,277,1893
9284,0.842,0.764,0.227,696,1456
9285,0.888,0.536,0.242,135,259
9286,0.889,0.528,0.242,940,1103
9287,0.886,0.389,0.258,738,1243
9288,0.88,0.431,0.242,354,1111
9289,0.881,0.536,0.167,821,1773
9290,0.881,0.394,0.167,734,1494
9291,0.863,0.278,0.197,812,1453
9292,0.861,0.986,0.288,579,1950
9293,0.861,0.978,0.288,346,1467
9294,0.862,0.969,0.288,960,1991
9295,0.846,0.397,0.288,660,1693
9296,0.82,0.219,0.015,475,1805
9297,0.77,0.958,0.182,824,1636
9298,0.809,0.933,0.136,741,996
9299,0.766,0.544,0.227,839,1996
9300,0.812,0.808,0.242,474,958
9301,0.885,0.536,0.242,71,737
9302,0.887,0.533,0.227,535,851
9303,0.878,0.442,0.227,313,903
9304,0.883,0.633,0.197,578,1621
9305,0.88,0.364,0.152,769,1875
9306,0.874,0.369,0.152,130,856
9307,0.864,0.997,0.288,134,1606
9308,0.779,0.897,0.076,240,841
9309,0.802,0.211,0.182,461,558
9310,0.883,0.536,0.258,495,1112
9311,0.886,0.542,0.197,341,792
9312,0.877,0.578,0.182,420,1103
9313,0.881,0.631,0.197,566,1912
9314,0.87,0.078,0.121,74,632
9315,0.867,0.975,0.288,286,1195
9316,0.868,0.978,0.273,390,1365
9317,0.871,0.961,0.227,755,1905
9318,0.824,0.286,0.167,571,1214
9319,0.807,0.972,0.106,410,1268
9320,0.779,0.422,0.136,888,898
9321,0.795,0.169,0.242,160,1179
9322,0.873,0.553,0.212,483,1735
9323,0.874,0.458,0.242,695,1306
9324,0.876,0.506,0.212,397,1566
9325,0.88,0.547,0.227,709,1704
9326,0.881,0.531,0.242,293,1281
9327,0.88,0.633,0.167,4,1543
9328,0.874,0.386,0.152,132,1672
9329,0.87,0.014,0.258,851,1635
9330,0.868,0.022,0.273,263,726
9331,0.868,0.997,0.258,329,394
9332,0.869,0.992,0.242,603,1744
9333,0.869,0.975,0.273,721,1129
9334,0.817,0.017,0.167,252,1142
9335,0.809,0.906,0.136,877,1295
9336,0.782,0.339,0.136,645,1348
9337,0.779,0.408,0.152,310,816
9338,0.772,0.975,0.091,698,792
9339,0.773,0.825,0.152,808,912
9340,0.762,0.608,0.182,497,845
9341,0.838,0.561,0.136,929,1246
9342,0.873,0.45,0.227,12,1467
9343,0.872,0.464,0.197,978,1636
9344,0.872,0.536,0.197,31,1039
9345,0.875,0.383,0.303,424,1985
9346,0.873,0.994,0.379,471,1719
9347,0.872,0.019,0.273,67,359
9348,0.809,0.892,0.182,677,1139
9349,0.872,0.514,0.212,724,1974
9350,0.873,0.525,0.182,488,1646
9351,0.874,0.536,0.197,652,1141
9352,0.879,0.431,0.303,118,545
9353,0.871,0.489,0.182,170,1654
9354,0.871,0.528,0.167,934,1116
9355,0.875,0.639,0.121,735,1396
9356,0.874,0.011,0.273,970,1291
9357,0.873,0.983,0.273,339,661
9358,0.875,0.975,0.273,678,1602
9359,0.822,0.25,0.288,769,1683
9360,0.776,0.036,0.045,767,1046
9361,0.804,0.311,0.152,518,683
9362,0.834,0.9,0.091,537,970
9363,0.869,0.478,0.212,146,1814
9364,0.875,0.381,0.182,355,660
9365,0.87,0.539,0.136,514,679
9366,0.871,0.042,0.167,841,1861
9367,0.875,0.008,0.288,476,1032
9368,0.875,0.992,0.273,740,1803
9369,0.861,0.678,0.242,332,1057
9370,0.872,0.642,0.182,839,999
9371,0.871,0.872,0.197,875,1842
9372,0.88,0.953,0.53,389,442
9373,0.878,0.0,0.288,732,1307
9374,0.806,0.394,0.121,819,1754
9375,0.865,0.503,0.227,40,896
9376,0.874,0.272,0.076,707,1987
9377,0.87,0.897,0.136,379,1377
9378,0.884,0.989,0.545,905,1024
9379,0.884,0.997,0.591,120,1595
9380,0.881,0.006,0.273,871,1973
9381,0.882,0.989,0.258,724,1311
9382,0.882,0.992,0.258,758,1509
9383,0.882,0.011,0.227,966,1844
9384,0.822,0.067,0.152,110,805
9385,0.857,0.167,0.273,763,1969
9386,0.816,0.331,0.333,321,795
9387,0.807,0.294,0.106,343,1585
9388,0.801,0.519,0.227,59,446
9389,0.758,0.122,0.394,958,1775
9390,0.867,0.486,0.197,148,1544
9391,0.865,0.478,0.212,915,1588
9392,0.865,0.514,0.167,553,1355
9393,0.875,0.603,0.136,160,454
9394,0.873,0.036,0.076,653,1782
9395,0.873,0.111,0.121,114,1071
9396,0.888,0.006,0.455,996,1663
9397,0.883,0.992,0.258,681,955
9398,0.84,0.333,0.061,82,1791
9399,0.86,0.294,0.197,50,1820
9400,0.795,0.306,0.242,286,987
9401,0.874,0.608,0.152,157,1872
9402,0.887,0.014,0.303,627,1348
9403,0.886,0.014,0.288,825,1573
9404,0.885,0.0,0.273,705,1668
9405,0.855,0.325,0.258,359,648
9406,0.853,0.292,0.288,376,1142
9407,0.795,0.133,0.106,22,1188
9408,0.861,0.475,0.242,882,1898
9409,0.862,0.508,0.136,283,1653
9410,0.871,0.633,0.167,504,1587
9411,0.872,0.614,0.136,607,1109
9412,0.889,0.008,0.288,419,533
9413,0.888,0.994,0.242,313,1293
9414,0.888,0.011,0.227,572,583
9415,0.841,0.056,0.091,244,422
9416,0.836,0.983,0.167,517,1609
9417,0.857,0.461,0.318,421,700
9418,0.859,0.539,0.136,988,1944
9419,0.86,0.519,0.152,360,1944
9420,0.862,0.5,0.197,918,1605
9421,0.89,0.017,0.258,711,1655
9422,0.842,0.039,0.121,277,1516
9423,0.838,0.939,0.197,55,442
9424,0.829,0.05,0.121,954,1291
9425,0.854,0.475,0.348,725,1541
9426,0.857,0.447,0.242,940,1515
9427,0.855,0.489,0.288,123,1446
9428,0.867,0.675,0.106,522,1188
9429,0.844,0.072,0.167,423,916
9430,0.836,0.094,0.258,851,1157
9431,0.84,0.742,0.136,723,1886
9432,0.857,0.503,0.212,853,1113
9433,0.855,0.425,0.242,492,1022
9434,0.894,0.0,0.167,158,1047
9435,0.846,0.061,0.197,415,1381
9436,0.842,0.111,0.167,152,1764
9437,0.838,0.303,0.288,175,791
9438,0.806,0.389,0.212,742,979
9439,0.856,0.417,0.167,551,1096
9440,0.896,0.031,0.212,533,1897
9441,0.896,0.022,0.167,845,1579
9442,0.844,0.075,0.167,494,636
9443,0.843,0.069,0.152,604,1724
9444,0.848,0.097,0.182,587,1782
9445,0.84,0.094,0.258,800,1418
9446,0.834,0.053,0.182,523,906
9447,0.825,0.992,0.242,221,1662
9448,0.792,0.989,0.091,509,1202
9449,0.795,0.753,0.152,142,721
9450,0.761,0.703,0.121,984,1793
9451,0.898,0.022,0.197,64,1697
9452,0.897,0.042,0.167,645,1021
9453,0.855,0.119,0.227,92,775
9454,0.852,0.992,0.258,293,1366
9455,0.834,0.028,0.182,362,1491
9456,0.828,0.983,0.258,850,993
9457,0.795,0.769,0.136,239,1137
9458,0.804,0.561,0.197,542,1381
9459,0.855,0.614,0.136,423,1056
9460,0.847,0.489,0.182,337,339
9461,0.846,0.536,0.212,460,615
9462,0.902,0.05,0.212,574,1463
9463,0.845,0.047,0.136,4,1155
9464,0.836,0.011,0.182,944,1929
9465,0.799,0.294,0.091,619,1932
9466,0.794,0.028,0.136,753,1273
9467,0.828,0.658,0.182,627,1777
9468,0.849,0.558,0.197,266,950
9469,0.844,0.472,0.197,94,457
9470,0.885,0.925,0.061,711,1794
9471,0.902,0.069,0.197,992,1870
9472,0.862,0.1,0.258,920,1351
9473,0.85,0.094,0.152,67,1132
9474,0.854,0.983,0.167,610,626
9475,0.855,0.958,0.152,553,693
9476,0.848,0.064,0.273,742,1140
9477,0.839,0.031,0.242,574,1992
9478,0.848,0.497,0.197,475,1358
9479,0.842,0.517,0.167,764,1304
9480,0.86,0.078,0.303,606,1996
9481,0.855,0.014,0.167,463,1758
9482,0.798,0.436,0.182,850,969
9483,0.841,0.475,0.182,423,1405
9484,0.889,0.914,0.167,447,700
9485,0.868,0.056,0.227,919,1283
9486,0.865,0.053,0.258,984,1997
9487,0.858,0.972,0.167,739,1663
9488,0.857,0.017,0.258,57,1033
9489,0.837,0.197,0.227,408,1919
9490,0.8,0.808,0.091,175,1195
9491,0.821,0.483,0.303,632,1996
9492,0.884,0.803,0.167,293,512
9493,0.887,0.85,0.121,433,631
9494,0.91,0.069,0.182,250,1268
9495,0.87,0.078,0.227,791,849
9496,0.858,0.031,0.212,515,1846
9497,0.858,0.989,0.182,477,871
9498,0.86,0.008,0.273,35,527
9499,0.841,0.0,0.212,682,1174
9500,0.841,0.092,0.182,200,1017
9501,0.839,0.175,0.258,806,1106
9502,0.83,0.253,0.182,527,1638
9503,0.828,0.3,0.182,994,1094
9504,0.816,0.342,0.409,323,773
9505,0.818,0.456,0.212,280,1419
9506,0.893,0.917,0.197,459,1734
9507,0.873,0.125,0.227,459,716
9508,0.857,0.256,0.212,160,1353
9509,0.86,0.997,0.227,173,449
9510,0.843,0.022,0.182,779,1352
9511,0.843,0.0,0.197,662,1051
9512,0.844,0.989,0.227,234,952
9513,0.845,0.019,0.182,784,1764
9514,0.845,0.992,0.212,215,673
9515,0.849,0.992,0.288,695,889
9516,0.756,0.192,0.182,757,1146
9517,0.795,0.389,0.106,687,866
9518,0.825,0.7,0.212,139,1978
9519,0.84,0.456,0.167,345,1425
9520,0.879,0.794,0.121,926,1417
9521,0.88,0.833,0.106,138,277
9522,0.879,0.131,0.227,245,589
9523,0.876,0.058,0.197,318,427
9524,0.875,0.067,0.197,431,1345
9525,0.869,0.214,0.242,96,734
9526,0.856,0.283,0.152,738,775
9527,0.854,0.136,0.076,863,1312
9528,0.854,0.1,0.091,361,1776
9529,0.794,0.875,0.03,889,1675
9530,0.845,0.806,0.091,984,1781
9531,0.855,0.853,0.076,6,253
9532,0.884,0.131,0.136,849,1786
9533,0.878,0.131,0.136,731,1782
9534,0.878,0.111,0.106,140,587
9535,0.857,0.897,0.333,874,1340
9536,0.849,0.0,0.197,645,1007
9537,0.773,0.1,0.061,614,1780
9538,0.811,0.442,0.227,433,670
9539,0.855,0.794,0.106,254,837
9540,0.857,0.867,0.091,890,1966
9541,0.869,0.667,0.121,971,1945
9542,0.872,0.681,0.152,567,1734
9543,0.882,0.192,0.182,421,1846
9544,0.873,0.331,0.152,739,1003
9545,0.868,0.969,0.212,85,1083
9546,0.79,0.356,0.121,542,1211
9547,0.835,0.447,0.167,56,1762
9548,0.865,0.875,0.076,166,728
9549,0.896,0.897,0.167,50,470
9550,0.873,0.358,0.136,620,1806
9551,0.858,0.2,0.167,242,1527
9552,0.861,0.953,0.364,926,1392
9553,0.864,0.928,0.424,351,1629
9554,0.853,0.975,0.212,960,1322
9555,0.802,0.0,0.121,46,372
9556,0.796,0.928,0.136,120,681
9557,0.799,0.397,0.136,112,949
9558,0.858,0.933,0.197,214,1313
9559,0.869,0.875,0.091,776,1690
9560,0.874,0.822,0.197,50,1019
9561,0.884,0.167,0.121,879,1317
9562,0.866,0.933,0.424,979,1401
9563,0.806,0.267,0.106,30,793
9564,0.79,0.656,0.258,48,80
9565,0.857,0.975,0.212,511,1066
9566,0.857,0.958,0.227,783,901
9567,0.848,0.931,0.152,419,1966
9568,0.861,0.911,0.212,594,1168
9569,0.87,0.939,0.197,683,1736
9570,0.888,0.869,0.182,650,1071
9571,0.898,0.892,0.182,646,1580
9572,0.874,0.944,0.424,895,1345
9573,0.751,0.622,0.455,195,488
9574,0.83,0.469,0.152,57,875
9575,0.865,0.919,0.167,353,502
9576,0.878,0.828,0.212,37,1914
9577,0.905,0.9,0.182,816,1410
9578,0.801,0.206,0.045,570,839
9579,0.803,0.875,0.136,154,952
9580,0.784,0.264,0.121,625,1932
9581,0.868,0.897,0.182,205,842
9582,0.87,0.944,0.212,94,1276
9583,0.824,0.589,0.182,466,1582
9584,0.867,0.919,0.152,722,1746
9585,0.882,0.781,0.227,695,1857
9586,0.884,0.792,0.227,803,1019
9587,0.907,0.875,0.167,767,1137
9588,0.781,0.9,0.197,850,1041
9589,0.833,0.381,0.167,981,1347
9590,0.829,0.311,0.242,246,1207
9591,0.868,0.914,0.152,423,958
9592,0.873,0.903,0.227,570,902
9593,0.876,0.936,0.242,153,449
9594,0.814,0.067,0.121,306,897
9595,0.792,0.514,0.182,697,1287
9596,0.792,0.533,0.227,5,1393
9597,0.825,0.539,0.167,698,1561
9598,0.865,0.936,0.242,831,888
9599,0.878,0.953,0.242,774,846
9600,0.904,0.825,0.182,202,1300
9601,0.906,0.85,0.167,454,1356
9602,0.802,0.875,0.076,717,1972
9603,0.827,0.869,0.242,565,635
9604,0.878,0.922,0.258,773,1701
9605,0.879,0.947,0.242,99,263
9606,0.874,0.939,0.288,625,1448
9607,0.878,0.914,0.288,354,1117
9608,0.946,0.019,0.167,210,1078
9609,0.809,0.6,0.197,716,1145
9610,0.885,0.95,0.227,934,1845
9611,0.888,0.778,0.212,627,668
9612,0.954,0.039,0.227,434,926
9613,0.953,0.058,0.242,449,575
9614,0.952,0.058,0.242,359,1432
9615,0.822,0.964,0.167,128,1213
9616,0.805,0.994,0.076,456,1394
9617,0.808,0.814,0.106,999,1382
9618,0.785,0.6,0.227,973,1922
9619,0.956,0.964,0.182,830,1824
9620,0.793,0.869,0.152,340,883
9621,0.806,0.942,0.091,17,656
9622,0.746,0.094,0.167,237,1978
9623,0.822,0.839,0.091,430,1021
9624,0.821,0.469,0.152,912,1822
9625,0.838,0.8,0.348,413,786
9626,0.858,0.856,0.333,503,1131
9627,0.807,0.953,0.091,37,1888
9628,0.861,0.881,0.364,501,1895
9629,0.863,0.881,0.348,72,1219
9630,0.957,0.942,0.121,881,1457
9631,0.769,0.525,0.167,173,524
9632,0.865,0.878,0.318,58,836
9633,0.808,0.939,0.076,321,1016
9634,0.961,0.894,0.045,957,1028
9635,0.957,0.058,0.121,537,1475
9636,0.809,0.167,0.303,427,1823
9637,0.788,0.836,0.015,568,1003
9638,0.801,0.939,0.061,559,1786
9639,0.801,0.939,0.076,816,1262
9640,0.812,0.994,0.121,508,1987
9641,0.844,0.775,0.379,28,463
9642,0.888,0.85,0.273,799,918
9643,0.96,0.092,0.106,301,1019
9644,0.805,0.903,0.091,641,1223
9645,0.961,0.853,0.076,521,932
9646,0.961,0.078,0.091,636,1578
9647,0.758,0.564,0.288,790,1815
9648,0.961,0.0,0.197,318,999
9649,0.836,0.928,0.242,61,605
9650,0.826,0.808,0.227,223,1080
9651,0.751,0.133,0.227,339,347
9652,0.966,0.981,0.242,469,1874
9653,0.966,0.008,0.273,543,1471
9654,0.966,0.008,0.273,204,320
9655,0.966,0.014,0.258,562,1434
