id,t,u,v,w,x,ts_in,ts_out
16560,0.731,0.397,0.394,0.048,0.582,205,891
16561,0.728,0.386,0.379,0.043,0.578,244,1347
16562,0.726,0.381,0.318,0.043,0.574,102,1465
16563,0.723,0.375,0.227,0.03,0.57,544,1513
16564,0.723,0.358,0.106,0.021,0.565,443,1059
16565,0.722,0.031,0.061,0.021,0.561,793,928
16566,0.723,0.058,0.152,0.0,0.557,847,997
16567,0.721,0.061,0.167,0.0,0.553,867,1435
16568,0.722,0.939,0.167,0.0,0.549,946,1495
16569,0.723,0.933,0.197,0.021,0.544,879,1071
16570,0.723,0.925,0.212,0.021,0.54,34,1277
16571,0.724,0.964,0.182,0.03,0.536,730,1837
16572,0.724,0.942,0.167,0.048,0.532,307,1045
16573,0.725,0.864,0.212,0.061,0.527,668,765
16574,0.727,0.864,0.212,0.077,0.523,709,1914
16575,0.729,0.889,0.182,0.091,0.519,863,955
16576,0.729,0.889,0.167,0.107,0.515,616,1678
16577,0.73,0.875,0.136,0.122,0.511,445,711
16578,0.731,0.825,0.106,0.137,0.506,464,1038
16579,0.732,0.781,0.061,0.152,0.502,419,666
16580,0.732,0.3,0.03,0.168,0.498,769,1118
16581,0.731,0.294,0.136,0.185,0.494,59,617
16582,0.729,0.311,0.197,0.203,0.49,629,1181
16583,0.728,0.331,0.242,0.221,0.485,998,1910
16584,0.726,0.35,0.227,0.215,0.481,610,1475
16585,0.724,0.408,0.167,0.198,0.477,548,893
16586,0.724,0.353,0.258,0.183,0.473,278,582
16587,0.721,0.331,0.348,0.168,0.469,403,1469
16588,0.719,0.331,0.348,0.152,0.464,926,1629
16589,0.715,0.322,0.333,0.137,0.46,161,449
16590,0.713,0.35,0.273,0.122,0.456,710,781
16591,0.708,0.386,0.409,0.091,0.448,391,1634
16592,0.706,0.394,0.424,0.077,0.443,133,145
16593,0.703,0.397,0.455,0.061,0.439,988,1354
16594,0.701,0.392,0.53,0.048,0.435,374,774
16595,0.696,0.392,0.561,0.043,0.431,777,1537
16596,0.693,0.411,0.485,0.043,0.426,635,1139
16597,0.69,0.403,0.379,0.043,0.422,748,1422
16598,0.689,0.358,0.273,0.043,0.418,156,269
16599,0.687,0.281,0.182,0.043,0.414,475,641
16600,0.686,0.214,0.091,0.043,0.41,170,1259
16601,0.686,0.239,0.182,0.043,0.406,200,350
16602,0.682,0.269,0.167,0.043,0.401,240,1942
16603,0.683,0.625,0.091,0.048,0.397,821,1277
16604,0.684,0.692,0.136,0.048,0.393,460,1187
16605,0.685,0.794,0.106,0.043,0.389,308,755
16606,0.685,0.894,0.136,0.043,0.384,111,300
16607,0.686,0.992,0.212,0.03,0.38,400,1249
16608,0.685,0.025,0.348,0.021,0.376,747,1333
16609,0.685,0.986,0.409,0.0,0.372,650,1823
16610,0.686,0.911,0.47,0.021,0.368,642,1713
16611,0.69,0.861,0.561,0.03,0.363,545,1595
16612,0.695,0.833,0.576,0.048,0.359,544,1338
16613,0.701,0.822,0.5,0.068,0.355,67,1562
16614,0.705,0.833,0.364,0.089,0.351,793,1610
16615,0.707,0.889,0.182,0.11,0.347,84,1299
16616,0.707,0.875,0.167,0.13,0.342,553,775
16617,0.709,0.95,0.152,0.152,0.338,485,508
16618,0.708,0.117,0.212,0.173,0.334,171,664
16619,0.706,0.117,0.197,0.173,0.33,989,1782
16620,0.705,0.044,0.152,0.163,0.326,528,643
16621,0.706,0.986,0.121,0.155,0.321,653,1224
16622,0.706,0.042,0.121,0.144,0.317,94,1603
16623,0.705,0.125,0.182,0.136,0.313,848,1511
16624,0.703,0.15,0.197,0.122,0.309,707,1019
16625,0.702,0.178,0.167,0.107,0.304,219,1418
16626,0.7,0.197,0.136,0.096,0.3,50,878
16627,0.7,0.139,0.061,0.089,0.296,348,1289
16628,0.7,0.189,0.106,0.077,0.292,922,1844
16629,0.698,0.233,0.136,0.068,0.288,12,1920
16630,0.697,0.289,0.136,0.064,0.284,181,1480
16631,0.696,0.311,0.197,0.061,0.279,9,910
16632,0.694,0.325,0.242,0.048,0.275,500,1202
16633,0.692,0.328,0.227,0.03,0.271,173,537
16634,0.69,0.283,0.182,0.021,0.267,341,784
16635,0.688,0.008,0.076,0.0,0.263,464,1254
16636,0.69,0.892,0.182,0.0,0.258,29,831
16637,0.691,0.911,0.197,0.021,0.254,652,1784
16638,0.692,0.936,0.182,0.03,0.25,359,959
16639,0.692,0.969,0.167,0.048,0.246,180,973
16640,0.693,0.964,0.197,0.068,0.242,95,383
16641,0.694,0.006,0.227,0.089,0.237,146,1986
16642,0.693,0.014,0.258,0.107,0.233,275,1187
16643,0.693,0.039,0.288,0.125,0.229,728,1840
16644,0.692,0.072,0.333,0.116,0.225,90,1521
16645,0.69,0.078,0.364,0.11,0.221,834,1172
16646,0.688,0.067,0.379,0.107,0.217,783,1913
16647,0.687,0.028,0.394,0.107,0.212,991,1349
16648,0.687,0.019,0.424,0.107,0.208,531,809
16649,0.686,0.022,0.439,0.107,0.204,608,1047
16650,0.686,0.017,0.455,0.107,0.2,797,1787
16651,0.685,0.989,0.439,0.107,0.196,102,998
16652,0.686,0.978,0.394,0.11,0.191,18,130
16653,0.686,0.986,0.318,0.116,0.187,755,790
16654,0.687,0.947,0.227,0.107,0.183,679,1630
16655,0.688,0.997,0.152,0.096,0.179,817,1445
16656,0.687,0.119,0.167,0.089,0.175,627,679
16657,0.686,0.108,0.136,0.086,0.17,372,1456
16658,0.686,0.075,0.091,0.077,0.166,18,1534
16659,0.686,0.114,0.076,0.068,0.162,12,1983
16660,0.685,0.15,0.091,0.064,0.158,698,1472
16661,0.684,0.189,0.061,0.061,0.154,63,359
16662,0.684,0.267,0.136,0.048,0.15,472,1263
16663,0.682,0.264,0.303,0.043,0.146,238,1900
16664,0.678,0.253,0.379,0.043,0.141,48,424
16665,0.674,0.225,0.348,0.03,0.137,978,1748
16666,0.671,0.164,0.273,0.021,0.133,100,1831
16667,0.669,0.05,0.182,0.0,0.129,57,935
16668,0.67,0.808,0.167,0.021,0.125,303,766
16669,0.672,0.694,0.242,0.043,0.121,557,1573
16670,0.674,0.656,0.242,0.064,0.117,855,1362
16671,0.675,0.625,0.182,0.086,0.112,49,936
16672,0.677,0.656,0.076,0.129,0.104,553,1475
16673,0.678,0.739,0.045,0.137,0.1,297,675
16674,0.678,0.139,0.061,0.125,0.096,85,707
16675,0.677,0.158,0.121,0.116,0.092,622,1326
16676,0.676,0.061,0.061,0.11,0.088,665,1224
16677,0.677,0.917,0.061,0.107,0.084,459,496
16678,0.677,0.164,0.091,0.096,0.08,808,1875
16679,0.675,0.175,0.106,0.077,0.076,394,827
16680,0.675,0.125,0.061,0.061,0.072,187,1138
16681,0.675,0.836,0.045,0.048,0.068,82,1522
16682,0.676,0.164,0.015,0.03,0.064,871,950
16683,0.675,0.258,0.121,0.021,0.06,502,1510
16684,0.673,0.308,0.091,0.0,0.056,461,510
16685,0.673,0.314,0.076,0.0,0.053,666,1464
16686,0.672,0.292,0.076,0.021,0.049,340,1546
16687,0.671,0.331,0.076,0.043,0.046,619,967
16688,0.671,0.361,0.061,0.064,0.042,565,1987
16689,0.671,0.3,0.061,0.086,0.039,852,1473
16690,0.67,0.258,0.076,0.107,0.036,638,1462
16691,0.657,0.069,0.167,0.0,0.059,602,761
16692,0.656,0.119,0.182,0.021,0.061,893,1222
16693,0.655,0.119,0.182,0.021,0.063,511,949
16694,0.653,0.092,0.152,0.021,0.066,422,1521
16695,0.653,0.061,0.121,0.021,0.069,161,1074
16696,0.652,0.097,0.152,0.021,0.072,723,1122
16697,0.652,0.064,0.106,0.021,0.075,889,1284
16698,0.652,0.0,0.091,0.03,0.078,647,669
16699,0.652,0.111,0.106,0.043,0.081,526,1439
16700,0.651,0.2,0.136,0.048,0.084,532,1110
16701,0.649,0.3,0.076,0.061,0.088,477,1917
16702,0.649,0.461,0.061,0.061,0.091,468,506
16703,0.649,0.286,0.061,0.043,0.098,243,470
16704,0.648,0.167,0.106,0.043,0.102,547,1859
16705,0.647,0.142,0.045,0.021,0.109,325,1073
16706,0.647,0.728,0.03,0.0,0.113,481,616
16707,0.763,0.344,0.182,0.236,0.801,698,709
16708,0.762,0.339,0.212,0.236,0.797,410,556
16709,0.759,0.303,0.273,0.236,0.793,934,1124
16710,0.757,0.281,0.227,0.236,0.789,296,1102
16711,0.755,0.261,0.182,0.236,0.785,496,1566
16712,0.753,0.278,0.121,0.236,0.78,515,824
16713,0.752,0.35,0.091,0.236,0.776,808,1507
16714,0.752,0.342,0.106,0.236,0.772,919,1465
16715,0.751,0.328,0.076,0.236,0.768,699,1423
16716,0.751,0.239,0.045,0.236,0.764,686,1618
16717,0.75,0.114,0.076,0.236,0.759,598,995
16718,0.75,0.081,0.076,0.237,0.755,749,954
16719,0.749,0.186,0.091,0.24,0.751,782,853
16720,0.748,0.075,0.045,0.245,0.747,376,827
16721,0.749,0.006,0.091,0.251,0.742,868,1231
16722,0.748,0.089,0.136,0.245,0.738,876,1842
16723,0.747,0.136,0.136,0.24,0.734,733,1323
16724,0.747,0.214,0.121,0.231,0.73,447,1398
16725,0.746,0.339,0.061,0.224,0.726,602,1555
16726,0.746,0.433,0.136,0.219,0.721,123,842
16727,0.745,0.5,0.182,0.211,0.717,287,1397
16728,0.746,0.572,0.242,0.203,0.713,220,1448
16729,0.747,0.572,0.258,0.192,0.709,984,1988
16730,0.741,0.489,0.182,0.13,0.646,427,990
16731,0.741,0.5,0.182,0.136,0.641,759,1315
16732,0.741,0.486,0.152,0.144,0.637,11,1472
16733,0.741,0.394,0.121,0.15,0.633,287,885
16734,0.741,0.308,0.197,0.15,0.629,376,438
16735,0.738,0.283,0.273,0.144,0.625,776,1843
16736,0.735,0.289,0.227,0.136,0.62,479,1242
16737,0.734,0.439,0.121,0.122,0.616,747,1590
16738,0.735,0.5,0.212,0.107,0.612,993,1172
16739,0.734,0.522,0.258,0.091,0.608,540,982
16740,0.735,0.525,0.273,0.077,0.603,1000,1073
16741,0.735,0.458,0.288,0.068,0.599,806,1869
16742,0.734,0.431,0.318,0.061,0.595,470,604
16743,0.732,0.403,0.333,0.048,0.591,510,1597
16744,0.729,0.397,0.333,0.043,0.587,228,229
16745,0.728,0.383,0.333,0.03,0.582,868,1844
16746,0.725,0.375,0.242,0.021,0.578,749,1335
16747,0.724,0.311,0.136,0.021,0.574,903,1997
16748,0.723,0.15,0.091,0.021,0.57,55,1334
16749,0.723,0.975,0.152,0.0,0.566,102,1187
16750,0.723,0.947,0.212,0.0,0.561,849,912
16751,0.725,0.017,0.227,0.0,0.557,716,1419
16752,0.723,0.056,0.242,0.021,0.553,326,942
16753,0.723,0.944,0.227,0.021,0.549,652,1361
16754,0.724,0.933,0.227,0.03,0.545,61,1934
16755,0.725,0.936,0.212,0.043,0.54,432,1896
16756,0.726,0.986,0.167,0.048,0.536,789,1242
16757,0.725,0.967,0.152,0.061,0.532,895,912
16758,0.727,0.864,0.212,0.077,0.528,399,1490
16759,0.729,0.861,0.182,0.091,0.524,722,1814
16760,0.729,0.844,0.106,0.107,0.519,529,1948
16761,0.73,0.769,0.091,0.122,0.515,256,1718
16762,0.731,0.722,0.061,0.137,0.511,666,1614
16763,0.731,0.625,0.061,0.152,0.507,217,1851
16764,0.732,0.564,0.076,0.168,0.502,686,1487
16765,0.732,0.436,0.076,0.183,0.498,299,1119
16766,0.731,0.311,0.136,0.198,0.494,64,117
16767,0.729,0.283,0.227,0.215,0.49,900,1322
16768,0.727,0.289,0.242,0.221,0.486,689,1862
16769,0.724,0.314,0.212,0.203,0.481,276,1517
16770,0.723,0.375,0.167,0.185,0.477,425,1018
16771,0.723,0.35,0.288,0.168,0.473,811,1192
16772,0.719,0.333,0.364,0.152,0.469,304,356
16773,0.717,0.336,0.333,0.137,0.465,561,1879
16774,0.714,0.325,0.318,0.122,0.46,524,1788
16775,0.709,0.333,0.379,0.091,0.452,328,478
16776,0.705,0.356,0.409,0.077,0.448,553,909
16777,0.703,0.381,0.424,0.061,0.444,293,1718
16778,0.7,0.386,0.485,0.048,0.439,907,1419
16779,0.696,0.381,0.485,0.03,0.435,820,1160
16780,0.692,0.361,0.379,0.021,0.431,111,474
16781,0.689,0.311,0.136,0.021,0.427,479,487
16782,0.689,0.136,0.152,0.021,0.423,427,1791
16783,0.688,0.092,0.197,0.021,0.418,877,1624
16784,0.688,0.069,0.227,0.021,0.414,232,842
16785,0.686,0.092,0.242,0.021,0.41,753,1507
16786,0.685,0.136,0.242,0.021,0.406,996,1418
16787,0.684,0.139,0.242,0.021,0.402,263,1758
16788,0.682,0.986,0.121,0.03,0.397,918,1326
16789,0.683,0.839,0.227,0.03,0.393,368,953
16790,0.685,0.875,0.258,0.021,0.389,527,1559
16791,0.687,0.914,0.318,0.021,0.385,725,917
16792,0.689,0.942,0.409,0.021,0.38,940,1640
16793,0.69,0.992,0.455,0.0,0.376,14,1691
16794,0.689,0.981,0.485,0.0,0.372,386,876
16795,0.691,0.925,0.53,0.021,0.368,105,197
16796,0.695,0.886,0.576,0.043,0.364,606,1327
16797,0.699,0.867,0.545,0.061,0.36,273,1211
16798,0.703,0.847,0.455,0.077,0.355,935,1018
16799,0.707,0.85,0.318,0.096,0.351,576,816
16800,0.708,0.928,0.152,0.116,0.347,949,960
16801,0.708,0.869,0.136,0.136,0.343,82,647
16802,0.71,0.892,0.106,0.156,0.338,123,356
16803,0.709,0.161,0.167,0.163,0.334,635,1588
16804,0.708,0.139,0.167,0.155,0.33,773,1804
16805,0.707,0.083,0.121,0.144,0.326,836,1317
16806,0.707,0.111,0.061,0.136,0.322,129,590
16807,0.706,0.286,0.045,0.125,0.318,503,1428
16808,0.706,0.275,0.106,0.116,0.313,113,552
16809,0.704,0.231,0.152,0.107,0.309,979,1152
16810,0.703,0.197,0.167,0.091,0.305,329,469
16811,0.701,0.169,0.152,0.077,0.301,753,1278
16812,0.7,0.144,0.076,0.068,0.296,812,1118
16813,0.7,0.25,0.136,0.061,0.292,166,555
16814,0.699,0.294,0.182,0.048,0.288,74,1943
16815,0.697,0.325,0.182,0.043,0.284,171,235
16816,0.695,0.311,0.197,0.043,0.28,824,1178
16817,0.693,0.269,0.197,0.03,0.276,510,1231
16818,0.691,0.2,0.152,0.021,0.271,188,1671
16819,0.69,0.097,0.152,0.0,0.267,591,790
16820,0.69,0.95,0.167,0.0,0.263,13,420
16821,0.692,0.886,0.197,0.021,0.259,791,1363
16822,0.693,0.906,0.167,0.03,0.255,549,1931
16823,0.694,0.925,0.152,0.048,0.25,311,1050
16824,0.694,0.95,0.136,0.061,0.246,381,1595
16825,0.694,0.939,0.136,0.077,0.242,997,1463
16826,0.695,0.975,0.121,0.096,0.238,523,1036
16827,0.695,0.006,0.136,0.116,0.234,313,1040
16828,0.695,0.064,0.152,0.136,0.23,399,782
16829,0.694,0.1,0.197,0.136,0.225,888,1723
16830,0.693,0.083,0.258,0.13,0.221,224,1032
16831,0.691,0.064,0.303,0.129,0.217,830,1966
16832,0.691,0.022,0.318,0.129,0.213,75,930
16833,0.691,0.011,0.333,0.129,0.209,992,1588
16834,0.69,0.022,0.348,0.129,0.204,48,1462
16835,0.69,0.019,0.348,0.125,0.2,515,1337
16836,0.689,0.997,0.333,0.116,0.196,929,1151
16837,0.69,0.006,0.303,0.11,0.192,349,1577
16838,0.689,0.044,0.242,0.107,0.188,956,1865
16839,0.688,0.056,0.136,0.091,0.184,761,776
16840,0.688,0.281,0.091,0.077,0.179,91,1368
16841,0.687,0.356,0.167,0.068,0.175,114,479
16842,0.686,0.4,0.167,0.064,0.171,949,1379
16843,0.685,0.422,0.182,0.061,0.167,44,982
16844,0.684,0.444,0.212,0.048,0.163,465,1064
16845,0.684,0.442,0.242,0.043,0.159,632,962
16846,0.682,0.444,0.242,0.043,0.155,566,1861
16847,0.682,0.417,0.242,0.03,0.15,806,1823
16848,0.68,0.322,0.258,0.021,0.146,929,1890
16849,0.677,0.233,0.288,0.021,0.142,578,599
16850,0.674,0.144,0.288,0.021,0.138,396,1160
16851,0.673,0.083,0.318,0.0,0.134,286,730
16852,0.672,0.058,0.303,0.0,0.13,915,1396
16853,0.671,0.008,0.182,0.021,0.126,309,1089
16854,0.671,0.806,0.121,0.043,0.122,347,668
16855,0.673,0.708,0.197,0.064,0.118,50,1883
16856,0.675,0.683,0.152,0.086,0.114,652,1506
16857,0.676,0.686,0.106,0.107,0.109,541,1889
16858,0.677,0.683,0.091,0.129,0.105,671,1809
16859,0.677,0.675,0.076,0.122,0.101,29,352
16860,0.678,0.8,0.015,0.107,0.097,258,949
16861,0.678,0.203,0.106,0.096,0.093,166,1146
16862,0.676,0.2,0.045,0.089,0.089,69,1897
16863,0.676,0.258,0.076,0.086,0.081,872,1812
16864,0.675,0.236,0.076,0.068,0.078,374,1633
16865,0.675,0.242,0.061,0.048,0.074,775,1102
16866,0.674,0.5,0.03,0.03,0.07,647,1345
16867,0.675,0.436,0.076,0.021,0.066,471,1652
16868,0.673,0.331,0.136,0.0,0.062,320,1512
16869,0.673,0.3,0.076,0.0,0.059,890,1403
16870,0.672,0.267,0.061,0.021,0.055,28,1592
16871,0.672,0.269,0.091,0.03,0.051,906,986
16872,0.67,0.361,0.061,0.068,0.045,184,1976
16873,0.67,0.392,0.045,0.089,0.042,885,1185
16874,0.67,0.281,0.061,0.11,0.039,240,1530
16875,0.658,0.961,0.121,0.0,0.06,175,1408
16876,0.658,0.119,0.136,0.021,0.062,294,1830
16877,0.657,0.15,0.152,0.03,0.064,775,1821
16878,0.656,0.119,0.152,0.043,0.067,563,1277
16879,0.654,0.086,0.167,0.043,0.069,733,1751
16880,0.654,0.044,0.152,0.043,0.072,186,768
16881,0.654,0.097,0.167,0.043,0.075,966,1548
16882,0.652,0.097,0.136,0.043,0.078,597,1849
16883,0.652,0.036,0.076,0.048,0.081,338,903
16884,0.651,0.228,0.152,0.068,0.087,843,1399
16885,0.649,0.214,0.121,0.077,0.09,313,716
16886,0.648,0.017,0.03,0.077,0.094,518,1314
16887,0.648,0.083,0.076,0.064,0.101,420,1845
16888,0.646,0.222,0.061,0.021,0.111,783,1410
16889,0.646,0.5,0.0,0.0,0.115,768,1189
16890,0.646,0.578,0.076,0.0,0.119,734,1169
16891,0.648,0.533,0.152,0.021,0.12,475,1488
16892,0.763,0.394,0.242,0.215,0.806,293,872
16893,0.762,0.386,0.242,0.215,0.802,839,1496
16894,0.76,0.375,0.242,0.215,0.797,31,70
16895,0.758,0.342,0.242,0.215,0.793,214,419
16896,0.757,0.3,0.182,0.215,0.789,833,1805
16897,0.755,0.233,0.136,0.215,0.785,426,1358
16898,0.754,0.167,0.136,0.215,0.781,565,1674
16899,0.752,0.081,0.136,0.215,0.776,979,1066
16900,0.752,0.058,0.167,0.215,0.772,527,1899
16901,0.752,0.061,0.167,0.215,0.768,469,644
16902,0.752,0.011,0.152,0.215,0.764,991,1858
16903,0.752,0.011,0.182,0.215,0.759,49,1078
16904,0.752,0.031,0.197,0.215,0.755,193,986
16905,0.751,0.058,0.227,0.219,0.751,127,928
16906,0.75,0.008,0.227,0.224,0.747,665,805
16907,0.751,0.983,0.212,0.231,0.743,187,555
16908,0.751,0.039,0.227,0.224,0.738,213,752
16909,0.75,0.092,0.273,0.219,0.734,892,1470
16910,0.747,0.114,0.242,0.211,0.73,536,1825
16911,0.747,0.131,0.182,0.204,0.726,791,1671
16912,0.745,0.189,0.136,0.198,0.722,557,1525
16913,0.744,0.261,0.045,0.192,0.717,41,1518
16914,0.744,0.564,0.091,0.183,0.713,238,1161
16915,0.745,0.558,0.197,0.173,0.709,435,601
16916,0.746,0.564,0.242,0.163,0.705,924,1014
16917,0.742,0.386,0.197,0.107,0.663,443,1833
16918,0.741,0.389,0.197,0.107,0.658,193,1925
16919,0.74,0.472,0.136,0.107,0.654,904,1609
16920,0.741,0.489,0.152,0.107,0.65,839,1520
16921,0.74,0.472,0.182,0.11,0.646,518,926
16922,0.74,0.5,0.182,0.116,0.642,211,1441
16923,0.74,0.528,0.182,0.125,0.637,45,1204
16924,0.741,0.469,0.152,0.129,0.633,807,1147
16925,0.739,0.333,0.167,0.129,0.629,414,684
16926,0.737,0.267,0.227,0.125,0.625,581,1087
16927,0.735,0.25,0.227,0.116,0.621,945,1454
16928,0.733,0.283,0.121,0.107,0.616,154,1613
16929,0.732,0.381,0.136,0.091,0.612,423,1262
16930,0.731,0.472,0.197,0.077,0.608,788,897
16931,0.732,0.511,0.273,0.061,0.604,385,1641
16932,0.732,0.461,0.303,0.048,0.6,890,1624
16933,0.73,0.425,0.303,0.043,0.595,82,764
16934,0.729,0.411,0.288,0.03,0.591,668,1187
16935,0.728,0.378,0.197,0.021,0.587,684,1911
16936,0.726,0.275,0.167,0.021,0.583,664,1692
16937,0.724,0.181,0.106,0.0,0.578,678,1154
16938,0.725,0.056,0.106,0.0,0.574,760,1430
16939,0.724,0.003,0.167,0.0,0.57,428,1513
16940,0.725,0.936,0.227,0.0,0.566,802,1498
16941,0.726,0.939,0.242,0.021,0.562,172,1033
16942,0.727,0.022,0.227,0.021,0.557,91,1346
16943,0.725,0.053,0.242,0.03,0.553,107,970
16944,0.725,0.956,0.242,0.043,0.549,111,228
16945,0.727,0.944,0.227,0.048,0.545,692,1762
16946,0.727,0.944,0.227,0.061,0.541,523,1690
16947,0.728,0.0,0.212,0.068,0.536,526,1486
16948,0.727,0.003,0.182,0.077,0.532,447,1625
16949,0.728,0.875,0.212,0.091,0.528,638,1824
16950,0.729,0.9,0.136,0.107,0.524,173,1425
16951,0.729,0.125,0.015,0.122,0.52,70,631
16952,0.729,0.6,0.091,0.137,0.515,692,846
16953,0.73,0.556,0.121,0.152,0.511,810,1153
16954,0.73,0.5,0.136,0.168,0.507,887,1739
16955,0.73,0.5,0.182,0.183,0.503,980,1712
16956,0.73,0.492,0.197,0.198,0.499,635,1890
16957,0.73,0.414,0.197,0.213,0.494,801,886
16958,0.729,0.336,0.227,0.228,0.49,585,1533
16959,0.727,0.292,0.227,0.211,0.486,380,1543
16960,0.724,0.267,0.212,0.192,0.482,814,1996
16961,0.721,0.314,0.303,0.155,0.473,555,1318
16962,0.715,0.339,0.333,0.122,0.465,115,1254
16963,0.713,0.353,0.348,0.107,0.461,3,268
16964,0.71,0.358,0.348,0.091,0.457,117,1773
16965,0.707,0.339,0.409,0.077,0.452,525,1660
16966,0.703,0.342,0.439,0.061,0.448,573,1984
16967,0.7,0.358,0.455,0.048,0.444,923,960
16968,0.695,0.369,0.424,0.03,0.44,959,975
16969,0.693,0.356,0.242,0.021,0.435,578,1846
16970,0.691,0.083,0.136,0.0,0.431,442,648
16971,0.692,0.975,0.333,0.0,0.427,468,1253
16972,0.693,0.019,0.409,0.0,0.423,941,1714
16973,0.691,0.036,0.409,0.0,0.419,2,3
16974,0.691,0.025,0.409,0.0,0.415,715,1449
16975,0.69,0.056,0.439,0.0,0.41,466,1883
16976,0.688,0.067,0.439,0.0,0.406,509,1577
16977,0.686,0.069,0.424,0.0,0.402,789,1001
16978,0.684,0.003,0.409,0.021,0.398,530,1142
16979,0.686,0.928,0.47,0.021,0.393,754,1858
16980,0.689,0.928,0.47,0.0,0.389,591,1168
16981,0.69,0.925,0.5,0.0,0.385,851,1986
16982,0.694,0.933,0.53,0.0,0.381,367,1248
16983,0.695,0.986,0.5,0.0,0.377,237,1981
16984,0.695,0.983,0.5,0.021,0.372,797,1410
16985,0.696,0.925,0.53,0.03,0.368,544,1414
16986,0.7,0.894,0.545,0.048,0.364,253,1333
16987,0.703,0.889,0.485,0.068,0.36,26,668
16988,0.706,0.875,0.379,0.089,0.356,894,1715
16989,0.708,0.861,0.242,0.107,0.352,272,1106
16990,0.709,0.983,0.061,0.125,0.347,98,1897
16991,0.708,0.767,0.061,0.144,0.343,120,417
16992,0.71,0.706,0.061,0.155,0.339,173,677
16993,0.709,0.261,0.121,0.144,0.335,140,1315
16994,0.708,0.194,0.091,0.136,0.33,30,430
16995,0.708,0.175,0.091,0.125,0.326,589,878
16996,0.706,0.264,0.121,0.116,0.322,31,165
16997,0.705,0.358,0.091,0.107,0.318,387,729
16998,0.705,0.347,0.121,0.096,0.314,446,1910
16999,0.704,0.325,0.152,0.089,0.31,425,903
17000,0.703,0.308,0.152,0.077,0.305,50,1181
17001,0.702,0.292,0.121,0.061,0.301,992,1393
17002,0.701,0.314,0.121,0.048,0.297,751,1495
17003,0.699,0.328,0.212,0.043,0.293,431,1411
17004,0.697,0.339,0.227,0.03,0.289,543,633
17005,0.695,0.328,0.136,0.021,0.284,350,526
17006,0.695,0.208,0.121,0.021,0.28,843,1880
17007,0.693,0.144,0.167,0.021,0.276,433,609
17008,0.693,0.064,0.182,0.0,0.272,239,1048
17009,0.692,0.033,0.197,0.0,0.268,372,1974
17010,0.692,0.964,0.197,0.021,0.263,524,968
17011,0.693,0.911,0.212,0.03,0.259,813,857
17012,0.694,0.931,0.167,0.048,0.255,213,982
17013,0.694,0.919,0.152,0.061,0.251,151,1842
17014,0.695,0.944,0.152,0.077,0.247,370,1509
17015,0.695,0.0,0.106,0.091,0.243,749,1112
17016,0.695,0.014,0.045,0.107,0.238,975,1173
17017,0.696,0.25,0.0,0.125,0.234,899,1059
17018,0.695,0.269,0.061,0.144,0.23,413,1318
17019,0.694,0.267,0.091,0.15,0.226,175,1821
17020,0.694,0.256,0.076,0.144,0.222,4,282
17021,0.694,0.2,0.076,0.136,0.218,185,1586
17022,0.693,0.139,0.061,0.125,0.213,516,1686
17023,0.693,0.989,0.061,0.116,0.209,941,1300
17024,0.693,0.022,0.106,0.11,0.205,464,1918
17025,0.692,0.05,0.136,0.107,0.201,80,592
17026,0.692,0.031,0.121,0.096,0.197,996,1222
17027,0.692,0.094,0.106,0.089,0.193,64,1522
17028,0.691,0.2,0.136,0.086,0.189,379,1680
17029,0.689,0.272,0.167,0.077,0.184,566,987
17030,0.687,0.331,0.212,0.061,0.18,284,785
17031,0.685,0.364,0.242,0.048,0.176,425,1095
17032,0.684,0.411,0.227,0.043,0.172,805,1638
17033,0.683,0.419,0.227,0.043,0.168,136,143
17034,0.682,0.431,0.227,0.03,0.164,816,1808
17035,0.681,0.444,0.212,0.021,0.16,863,1019
17036,0.68,0.45,0.152,0.021,0.155,94,460
17037,0.68,0.392,0.045,0.021,0.151,202,250
17038,0.679,0.103,0.136,0.0,0.147,310,607
17039,0.679,0.075,0.303,0.0,0.143,832,1447
17040,0.677,0.067,0.364,0.0,0.139,563,1351
17041,0.676,0.075,0.348,0.0,0.135,171,1708
17042,0.675,0.089,0.303,0.021,0.131,893,945
17043,0.673,0.097,0.227,0.03,0.127,389,431
17044,0.672,0.006,0.091,0.048,0.123,887,1115
17045,0.673,0.781,0.152,0.068,0.119,575,1025
17046,0.674,0.753,0.152,0.089,0.115,16,924
17047,0.675,0.764,0.121,0.11,0.111,405,1743
17048,0.677,0.819,0.106,0.122,0.107,363,365
17049,0.677,0.856,0.076,0.107,0.103,554,966
17050,0.678,0.856,0.045,0.091,0.099,486,1453
17051,0.678,0.169,0.091,0.077,0.095,64,1705
17052,0.676,0.125,0.091,0.068,0.091,560,1840
17053,0.677,0.031,0.03,0.064,0.087,425,1492
17054,0.677,0.111,0.061,0.064,0.083,676,1149
17055,0.676,0.064,0.106,0.061,0.079,595,1951
17056,0.675,0.103,0.136,0.043,0.075,466,963
17057,0.674,0.142,0.091,0.021,0.072,309,1249
