id,t,u,v,w,x,y,z,time_in,time_out
7104,0.713,0.406,0.182,0.279,0.227,0.929,0.937,195,885
7105,0.678,0.481,0.182,0.0,0.175,0.894,0.969,54,298
7106,0.688,0.075,0.045,0.308,0.107,0.858,0.913,413,1927
7107,0.638,0.325,0.03,0.0,0.006,0.878,0.933,430,481
7108,0.802,0.172,0.288,0.061,0.11,0.913,0.772,772,1168
7109,0.725,0.353,0.227,0.021,0.216,0.957,0.902,681,1577
7110,0.715,0.061,0.197,0.125,0.228,0.835,0.839,887,1883
7111,0.713,0.456,0.242,0.258,0.236,0.917,0.957,405,1231
7112,0.689,0.367,0.258,0.213,0.212,0.965,0.898,474,1769
7113,0.677,0.497,0.212,0.0,0.178,0.886,0.976,431,1316
7114,0.664,0.139,0.318,0.089,0.064,0.886,0.752,929,1449
7115,0.662,0.122,0.303,0.086,0.064,0.866,0.756,845,1363
7116,0.66,0.111,0.303,0.086,0.063,0.854,0.756,447,589
7117,0.884,0.108,0.333,0.061,0.464,0.846,0.732,710,1739
7118,0.781,0.217,0.227,0.172,0.078,0.937,0.831,871,1611
7119,0.777,0.947,0.197,0.494,0.226,0.756,0.866,81,855
7120,0.724,0.394,0.197,0.021,0.22,0.941,0.933,889,1154
7121,0.723,0.933,0.303,0.183,0.243,0.677,0.823,633,1773
7122,0.7,0.533,0.424,0.163,0.262,0.807,0.98,292,415
7123,0.695,0.339,0.348,0.215,0.227,0.992,0.843,352,1817
7124,0.681,0.483,0.424,0.107,0.198,0.882,0.949,433,941
7125,0.689,0.467,0.197,0.266,0.115,0.906,0.965,902,1963
7126,0.639,0.092,0.121,0.03,0.013,0.862,0.878,187,980
7127,0.883,0.131,0.273,0.107,0.464,0.878,0.78,927,1161
7128,0.879,0.067,0.091,0.155,0.468,0.854,0.89,83,988
7129,0.771,0.275,0.333,0.198,0.069,0.984,0.803,749,1171
7130,0.793,0.875,0.227,0.279,0.279,0.705,0.894,224,1807
7131,0.846,0.25,0.152,0.136,0.369,0.929,0.882,692,1398
7132,0.735,0.322,0.106,0.03,0.228,0.917,0.917,182,511
7133,0.724,0.117,0.091,0.0,0.224,0.87,0.89,718,1025
7134,0.723,0.158,0.152,0.0,0.224,0.894,0.862,426,871
7135,0.723,0.175,0.212,0.259,0.259,0.913,0.827,682,1493
7136,0.705,0.439,0.364,0.219,0.237,0.933,0.929,604,1128
7137,0.677,0.564,0.394,0.172,0.158,0.776,0.992,444,1588
7138,0.658,0.239,0.121,0.144,0.055,0.913,0.894,198,389
7139,0.894,0.297,0.106,0.0,0.451,0.917,0.913,560,1263
7140,0.888,0.65,0.47,0.275,0.466,0.602,0.98,488,1230
7141,0.922,0.331,0.394,0.647,0.346,0.996,0.815,31,570
7142,0.814,0.111,0.182,0.365,0.189,0.87,0.839,277,848
7143,0.743,0.389,0.197,0.043,0.24,0.941,0.929,489,1040
7144,0.717,0.989,0.227,0.192,0.241,0.772,0.839,981,1514
7145,0.718,0.925,0.242,0.193,0.243,0.717,0.858,610,1845
7146,0.723,0.914,0.318,0.204,0.247,0.646,0.827,948,1389
7147,0.727,0.964,0.197,0.251,0.256,0.772,0.862,323,977
7148,0.677,0.342,0.273,0.155,0.213,0.972,0.882,255,1617
7149,0.67,0.464,0.364,0.077,0.199,0.909,0.949,616,818
7150,0.893,0.336,0.015,0.021,0.449,0.87,0.933,149,1575
7151,0.893,0.097,0.121,0.03,0.451,0.862,0.882,217,1599
7152,0.857,0.203,0.242,0.077,0.235,0.933,0.815,265,653
7153,0.837,0.331,0.258,0.064,0.191,0.969,0.878,122,1046
7154,0.807,0.981,0.167,0.048,0.273,0.791,0.87,131,1678
7155,0.826,0.197,0.167,0.453,0.223,0.917,0.858,737,1345
7156,0.841,0.225,0.167,0.048,0.383,0.925,0.862,905,1904
7157,0.728,0.139,0.167,0.021,0.234,0.886,0.846,311,1293
7158,0.728,0.961,0.242,0.24,0.255,0.732,0.835,206,1267
7159,0.666,0.617,0.273,0.021,0.185,0.768,1.0,878,1837
7160,0.676,0.608,0.258,0.215,0.156,0.78,1.0,171,972
7161,0.682,0.6,0.212,0.198,0.128,0.807,0.996,555,1793
7162,0.679,0.547,0.197,0.224,0.116,0.85,0.988,202,1248
7163,0.671,0.181,0.227,0.183,0.08,0.917,0.819,257,1406
7164,0.669,0.175,0.227,0.177,0.08,0.913,0.823,79,295
7165,0.649,0.206,0.212,0.136,0.046,0.929,0.839,513,1324
7166,0.891,0.169,0.288,0.086,0.451,0.913,0.78,797,1274
7167,0.815,0.15,0.167,0.369,0.179,0.89,0.85,683,1040
7168,0.846,0.244,0.167,0.077,0.382,0.929,0.874,431,1371
7169,0.786,0.247,0.227,0.136,0.325,0.953,0.843,276,819
7170,0.728,0.069,0.212,0.061,0.237,0.839,0.827,978,1022
7171,0.721,0.011,0.212,0.231,0.249,0.791,0.835,441,687
7172,0.677,0.236,0.212,0.232,0.085,0.945,0.846,607,1263
7173,0.663,0.133,0.197,0.193,0.075,0.882,0.835,529,1365
7174,0.876,0.667,0.197,0.198,0.476,0.772,0.984,487,1376
7175,0.827,0.258,0.136,0.0,0.178,0.921,0.894,137,523
7176,0.77,0.197,0.258,0.192,0.069,0.933,0.803,148,1154
7177,0.812,0.969,0.197,0.292,0.164,0.768,0.858,210,886
7178,0.867,0.228,0.242,0.183,0.372,0.945,0.827,59,1993
7179,0.734,0.133,0.091,0.043,0.245,0.874,0.894,224,708
7180,0.729,0.086,0.212,0.089,0.241,0.85,0.823,427,1254
7181,0.731,0.906,0.288,0.266,0.259,0.665,0.846,726,1137
7182,0.732,0.003,0.182,0.288,0.264,0.795,0.85,994,1682
7183,0.731,0.108,0.152,0.269,0.271,0.87,0.858,905,1486
7184,0.693,0.461,0.394,0.144,0.263,0.909,0.937,813,853
7185,0.691,0.497,0.409,0.129,0.259,0.866,0.961,304,1571
7186,0.677,0.289,0.212,0.107,0.223,0.953,0.874,749,1804
7187,0.674,0.244,0.197,0.091,0.217,0.941,0.858,849,1517
7188,0.668,0.247,0.379,0.068,0.21,0.976,0.756,342,975
7189,0.663,0.494,0.106,0.0,0.194,0.882,0.965,399,1602
7190,0.675,0.392,0.227,0.177,0.125,0.949,0.925,523,1527
7191,0.669,0.183,0.197,0.215,0.088,0.913,0.843,804,925
7192,0.658,0.203,0.258,0.224,0.068,0.933,0.811,631,1902
7193,0.646,0.039,0.152,0.172,0.04,0.831,0.866,949,1598
7194,0.833,0.222,0.212,0.0,0.195,0.937,0.846,716,1317
7195,0.765,0.747,0.591,0.322,0.215,0.374,0.87,294,1750
7196,0.854,0.242,0.182,0.107,0.385,0.937,0.866,697,939
7197,0.844,0.175,0.152,0.021,0.392,0.902,0.866,926,1736
7198,0.731,0.919,0.242,0.192,0.245,0.713,0.862,686,1855
7199,0.726,0.042,0.227,0.266,0.256,0.811,0.823,469,1660
7200,0.733,0.039,0.167,0.308,0.268,0.827,0.854,515,1753
7201,0.733,0.039,0.136,0.317,0.27,0.835,0.874,559,1816
7202,0.732,0.194,0.106,0.259,0.275,0.898,0.89,608,1271
7203,0.686,0.453,0.303,0.089,0.247,0.921,0.949,390,504
7204,0.662,0.461,0.121,0.021,0.2,0.894,0.957,265,605
7205,0.674,0.375,0.258,0.156,0.128,0.961,0.906,3,1965
7206,0.67,0.172,0.167,0.237,0.091,0.906,0.85,526,805
7207,0.656,0.156,0.212,0.221,0.063,0.898,0.819,7,90
7208,0.648,0.078,0.182,0.192,0.043,0.846,0.839,585,664
7209,0.842,0.214,0.303,0.021,0.212,0.949,0.78,723,1335
7210,0.826,0.975,0.182,0.531,0.203,0.783,0.866,208,539
7211,0.854,0.153,0.182,0.077,0.39,0.894,0.846,914,1369
7212,0.846,0.133,0.197,0.021,0.395,0.882,0.835,573,1390
7213,0.845,0.142,0.182,0.0,0.396,0.89,0.843,360,383
7214,0.841,0.144,0.197,0.021,0.4,0.89,0.831,487,573
7215,0.729,0.908,0.303,0.299,0.263,0.657,0.839,917,1108
7216,0.734,0.111,0.106,0.292,0.275,0.87,0.882,957,1915
7217,0.732,0.211,0.121,0.251,0.279,0.906,0.89,607,1040
7218,0.683,0.067,0.288,0.048,0.299,0.811,0.764,245,1431
7219,0.678,0.556,0.258,0.021,0.291,0.831,0.996,330,1254
7220,0.678,0.419,0.364,0.064,0.239,0.953,0.913,26,1565
7221,0.673,0.314,0.303,0.048,0.219,0.984,0.846,653,1409
7222,0.661,0.089,0.061,0.0,0.2,0.862,0.906,478,1571
7223,0.664,0.556,0.258,0.125,0.151,0.831,0.996,159,1827
7224,0.671,0.6,0.303,0.155,0.126,0.772,1.0,975,1361
7225,0.667,0.103,0.136,0.258,0.087,0.866,0.862,21,339
7226,0.655,0.158,0.227,0.231,0.063,0.902,0.819,871,964
7227,0.65,0.133,0.197,0.198,0.047,0.882,0.831,859,973
7228,0.765,0.272,0.152,0.11,0.055,0.933,0.886,102,1611
7229,0.881,0.842,0.076,0.269,0.266,0.811,0.933,211,274
7230,0.875,0.242,0.152,0.183,0.373,0.929,0.878,581,942
7231,0.874,0.236,0.136,0.155,0.377,0.917,0.886,806,1795
7232,0.854,0.147,0.212,0.048,0.395,0.894,0.819,741,1073
7233,0.731,0.903,0.303,0.319,0.267,0.65,0.839,304,716
7234,0.68,0.447,0.409,0.077,0.273,0.925,0.925,989,1931
7235,0.664,0.217,0.227,0.0,0.215,0.937,0.831,779,1545
7236,0.671,0.533,0.394,0.107,0.146,0.819,0.98,967,1328
7237,0.677,0.408,0.152,0.317,0.103,0.921,0.941,273,1681
7238,0.674,0.325,0.106,0.292,0.101,0.913,0.921,147,1892
7239,0.668,0.081,0.091,0.279,0.09,0.858,0.89,221,282
7240,0.656,0.156,0.227,0.251,0.066,0.902,0.811,557,969
7241,0.654,0.125,0.182,0.245,0.063,0.878,0.839,874,1871
7242,0.646,0.25,0.273,0.152,0.048,0.965,0.819,223,548
7243,0.914,0.289,0.258,0.671,0.356,0.972,0.85,373,857
7244,0.842,0.181,0.242,0.064,0.211,0.921,0.811,539,639
7245,0.875,0.797,0.076,0.144,0.229,0.811,0.945,490,1920
7246,0.879,0.806,0.106,0.213,0.25,0.787,0.941,570,786
7247,0.884,0.861,0.106,0.336,0.278,0.791,0.925,351,844
7248,0.885,0.842,0.121,0.356,0.279,0.78,0.929,502,639
7249,0.884,0.117,0.091,0.319,0.364,0.87,0.894,945,1120
7250,0.884,0.136,0.076,0.299,0.366,0.874,0.902,605,1534
7251,0.883,0.206,0.121,0.279,0.367,0.906,0.89,555,1488
7252,0.875,0.231,0.167,0.168,0.377,0.929,0.866,885,1456
7253,0.865,0.242,0.258,0.096,0.388,0.953,0.827,517,866
7254,0.855,0.133,0.227,0.03,0.399,0.882,0.811,540,1341
7255,0.85,0.111,0.227,0.0,0.402,0.866,0.811,781,1272
7256,0.682,0.408,0.348,0.068,0.281,0.961,0.906,772,1300
7257,0.675,0.458,0.348,0.048,0.276,0.917,0.945,590,1929
7258,0.665,0.158,0.121,0.0,0.218,0.89,0.878,304,1896
7259,0.665,0.614,0.288,0.068,0.186,0.764,1.0,766,907
7260,0.677,0.35,0.258,0.221,0.117,0.969,0.89,269,1084
7261,0.669,0.4,0.152,0.301,0.1,0.925,0.937,700,1941
7262,0.668,0.431,0.136,0.301,0.098,0.909,0.949,802,1651
7263,0.668,0.15,0.121,0.301,0.091,0.886,0.874,998,1571
7264,0.667,0.15,0.152,0.301,0.088,0.89,0.858,465,1614
7265,0.877,0.847,0.121,0.185,0.238,0.78,0.929,607,1260
7266,0.878,0.819,0.136,0.198,0.242,0.768,0.937,775,1790
7267,0.886,0.15,0.121,0.334,0.367,0.886,0.878,55,128
7268,0.881,0.225,0.106,0.211,0.376,0.906,0.894,642,853
7269,0.876,0.225,0.182,0.155,0.381,0.929,0.862,468,1173
7270,0.875,0.217,0.106,0.137,0.383,0.902,0.898,317,660
7271,0.874,0.242,0.136,0.122,0.385,0.921,0.882,100,1894
7272,0.855,0.164,0.212,0.0,0.404,0.906,0.827,425,1680
7273,0.842,0.147,0.152,0.091,0.415,0.89,0.858,175,1452
7274,0.841,0.15,0.167,0.107,0.416,0.89,0.854,405,1504
7275,0.816,0.075,0.167,0.319,0.404,0.846,0.854,742,1546
7276,0.666,0.5,0.182,0.086,0.18,0.882,0.972,627,1240
7277,0.676,0.581,0.258,0.183,0.124,0.807,1.0,721,1234
7278,0.676,0.356,0.227,0.203,0.121,0.961,0.902,170,1241
7279,0.662,0.136,0.212,0.299,0.078,0.886,0.827,723,1704
7280,0.807,0.328,0.333,0.096,0.123,0.988,0.843,220,571
7281,0.795,0.186,0.348,0.086,0.097,0.929,0.732,139,175
7282,0.873,0.875,0.106,0.137,0.213,0.795,0.925,107,307
7283,0.893,0.872,0.242,0.471,0.293,0.685,0.886,670,1985
7284,0.851,0.181,0.182,0.043,0.411,0.913,0.846,188,715
7285,0.816,0.939,0.258,0.245,0.438,0.717,0.843,803,1582
7286,0.734,0.983,0.136,0.365,0.273,0.807,0.882,417,643
7287,0.729,0.311,0.106,0.193,0.298,0.913,0.917,625,1271
7288,0.667,0.367,0.091,0.0,0.266,0.906,0.933,48,384
7289,0.674,0.439,0.167,0.258,0.117,0.913,0.953,56,79
7290,0.668,0.158,0.106,0.344,0.093,0.886,0.89,822,1491
7291,0.668,0.178,0.136,0.334,0.09,0.902,0.87,863,1436
7292,0.809,0.717,0.152,0.116,0.269,0.768,0.969,758,914
7293,0.826,0.119,0.182,0.509,0.164,0.874,0.839,940,970
7294,0.891,0.925,0.212,0.424,0.293,0.732,0.87,929,1839
7295,0.884,0.206,0.106,0.261,0.379,0.902,0.894,302,602
7296,0.85,0.178,0.167,0.068,0.416,0.906,0.854,701,1618
7297,0.737,0.869,0.182,0.401,0.283,0.744,0.909,909,1051
7298,0.738,0.844,0.212,0.407,0.284,0.717,0.917,715,1833
7299,0.663,0.472,0.152,0.043,0.187,0.894,0.965,254,281
7300,0.656,0.686,0.091,0.021,0.166,0.815,0.965,186,1407
7301,0.673,0.547,0.182,0.236,0.122,0.854,0.984,538,605
7302,0.827,0.381,0.152,0.173,0.153,0.925,0.933,755,1274
7303,0.723,0.206,0.439,0.251,0.147,0.945,0.681,225,794
7304,0.83,0.728,0.152,0.412,0.194,0.768,0.965,8,754
7305,0.825,0.897,0.076,0.384,0.145,0.815,0.925,390,1470
7306,0.883,0.856,0.121,0.289,0.256,0.78,0.925,117,238
7307,0.895,0.881,0.227,0.472,0.3,0.705,0.886,83,1337
7308,0.886,0.206,0.121,0.301,0.38,0.906,0.89,817,1457
7309,0.849,0.172,0.136,0.096,0.422,0.898,0.87,84,1614
7310,0.849,0.192,0.182,0.107,0.423,0.917,0.85,221,1843
7311,0.701,0.386,0.227,0.0,0.327,0.949,0.921,369,958
7312,0.695,0.244,0.106,0.0,0.326,0.909,0.902,662,757
7313,0.694,0.111,0.106,0.0,0.325,0.87,0.882,696,742
7314,0.693,0.211,0.227,0.048,0.325,0.933,0.835,410,688
7315,0.673,0.406,0.167,0.0,0.297,0.925,0.941,276,1969
7316,0.66,0.914,0.091,0.0,0.202,0.815,0.917,634,1380
7317,0.662,0.383,0.197,0.021,0.189,0.941,0.925,666,1212
7318,0.657,0.5,0.061,0.0,0.181,0.87,0.953,201,1621
7319,0.657,0.219,0.106,0.021,0.178,0.906,0.894,561,1800
7320,0.655,0.058,0.106,0.0,0.175,0.846,0.882,735,1580
7321,0.659,0.261,0.303,0.198,0.077,0.972,0.807,315,589
7322,0.875,0.775,0.091,0.185,0.216,0.803,0.949,75,1688
7323,0.878,0.781,0.091,0.228,0.228,0.799,0.949,581,647
7324,0.898,0.864,0.227,0.501,0.305,0.701,0.898,930,1797
7325,0.889,0.139,0.197,0.365,0.38,0.886,0.835,461,1160
7326,0.85,0.186,0.136,0.116,0.426,0.902,0.874,147,297
7327,0.849,0.214,0.197,0.125,0.427,0.929,0.85,558,898
7328,0.847,0.231,0.273,0.137,0.428,0.953,0.811,179,1255
7329,0.812,0.231,0.242,0.183,0.399,0.949,0.831,864,1891
7330,0.697,0.156,0.167,0.021,0.33,0.894,0.858,178,619
7331,0.661,0.464,0.136,0.0,0.197,0.894,0.961,813,1372
7332,0.657,0.042,0.106,0.0,0.18,0.843,0.886,688,955
7333,0.654,0.392,0.152,0.021,0.162,0.929,0.933,557,1590
7334,0.655,0.597,0.318,0.048,0.15,0.768,1.0,160,1760
7335,0.669,0.531,0.227,0.193,0.13,0.858,0.988,245,518
7336,0.668,0.506,0.091,0.204,0.127,0.874,0.961,366,1145
7337,0.905,0.256,0.318,0.639,0.351,0.976,0.795,756,874
7338,0.716,0.206,0.455,0.211,0.157,0.941,0.665,485,842
7339,0.834,0.483,0.03,0.55,0.164,0.866,0.945,721,1865
7340,0.877,0.736,0.121,0.228,0.225,0.787,0.961,581,1493
7341,0.881,0.853,0.076,0.288,0.245,0.815,0.933,318,1579
7342,0.855,0.175,0.152,0.091,0.426,0.902,0.866,449,777
7343,0.82,0.0,0.197,0.173,0.451,0.787,0.846,275,964
7344,0.747,0.011,0.227,0.283,0.283,0.787,0.831,751,1285
7345,0.743,0.864,0.242,0.438,0.296,0.689,0.894,798,878
7346,0.701,0.211,0.136,0.021,0.336,0.909,0.882,666,809
7347,0.7,0.192,0.106,0.021,0.336,0.898,0.89,893,1460
7348,0.651,0.5,0.076,0.0,0.158,0.874,0.957,326,1706
7349,0.668,0.55,0.136,0.177,0.132,0.858,0.976,197,920
7350,0.668,0.464,0.136,0.192,0.131,0.894,0.961,33,1405
7351,0.659,0.458,0.106,0.273,0.117,0.89,0.953,25,313
7352,0.666,0.711,0.455,0.304,0.11,0.547,0.953,686,1966
7353,0.782,0.228,0.379,0.0,0.089,0.965,0.744,73,1283
7354,0.758,0.172,0.258,0.048,0.051,0.913,0.795,625,711
7355,0.878,0.797,0.106,0.258,0.23,0.787,0.945,818,1766
7356,0.878,0.811,0.121,0.273,0.234,0.783,0.941,213,1165
7357,0.879,0.814,0.136,0.288,0.238,0.768,0.937,137,1081
7358,0.889,0.861,0.212,0.395,0.275,0.709,0.906,53,1118
7359,0.879,0.142,0.152,0.136,0.404,0.886,0.862,90,1886
7360,0.853,0.211,0.197,0.137,0.432,0.929,0.85,422,955
7361,0.742,0.886,0.212,0.464,0.299,0.717,0.89,771,1034
7362,0.745,0.936,0.182,0.422,0.301,0.76,0.878,855,1203
7363,0.7,0.056,0.167,0.061,0.339,0.835,0.854,196,1510
7364,0.657,0.086,0.303,0.061,0.171,0.827,0.76,457,1506
7365,0.883,0.158,0.182,0.364,0.291,0.898,0.846,514,619
7366,0.873,0.817,0.136,0.211,0.207,0.772,0.937,169,293
7367,0.894,0.869,0.242,0.441,0.284,0.689,0.89,727,883
7368,0.886,0.156,0.167,0.245,0.4,0.894,0.858,729,1541
7369,0.882,0.161,0.182,0.183,0.405,0.898,0.843,497,615
7370,0.877,0.133,0.182,0.107,0.411,0.882,0.843,44,730
7371,0.873,0.097,0.227,0.064,0.418,0.854,0.811,766,1343
7372,0.856,0.161,0.136,0.125,0.434,0.894,0.87,878,1402
7373,0.841,0.278,0.167,0.228,0.444,0.937,0.89,712,1709
7374,0.829,0.989,0.182,0.346,0.452,0.787,0.858,951,1060
7375,0.744,0.892,0.227,0.469,0.303,0.713,0.882,510,1196
7376,0.747,0.928,0.182,0.428,0.305,0.756,0.882,343,1982
7377,0.706,0.133,0.212,0.064,0.346,0.882,0.819,272,706
7378,0.663,0.975,0.303,0.068,0.191,0.705,0.791,351,1216
7379,0.654,0.547,0.273,0.03,0.155,0.839,0.992,124,1590
7380,0.665,0.372,0.303,0.258,0.111,0.972,0.89,577,867
7381,0.686,0.186,0.03,0.0,0.201,0.87,0.925,8,1160
7382,0.831,0.186,0.061,0.505,0.148,0.878,0.913,685,1722
7383,0.881,0.125,0.167,0.173,0.41,0.878,0.854,830,1680
7384,0.873,0.189,0.288,0.086,0.424,0.929,0.78,477,1052
7385,0.856,0.161,0.136,0.144,0.439,0.894,0.87,683,1512
7386,0.841,0.233,0.167,0.245,0.448,0.929,0.87,856,1263
7387,0.839,0.233,0.152,0.258,0.451,0.921,0.882,724,851
7388,0.747,0.881,0.227,0.455,0.308,0.701,0.886,903,1494
7389,0.707,0.125,0.227,0.086,0.35,0.878,0.811,491,1454
7390,0.692,0.922,0.152,0.021,0.346,0.772,0.894,41,853
7391,0.667,0.025,0.364,0.107,0.188,0.728,0.724,502,917
7392,0.657,0.456,0.273,0.168,0.102,0.917,0.957,339,1252
7393,0.634,0.0,0.061,0.0,0.089,0.839,0.913,281,310
7394,0.885,0.886,0.258,0.364,0.25,0.685,0.874,517,861
7395,0.882,0.119,0.167,0.185,0.414,0.874,0.85,640,1792
7396,0.877,0.161,0.136,0.116,0.423,0.894,0.87,862,1302
7397,0.832,0.056,0.167,0.327,0.451,0.835,0.854,981,1637
7398,0.707,0.047,0.227,0.107,0.353,0.815,0.819,286,1018
7399,0.706,0.017,0.258,0.107,0.352,0.776,0.807,575,1386
7400,0.659,0.647,0.348,0.231,0.123,0.689,0.996,137,1902
7401,0.64,0.392,0.379,0.061,0.096,0.972,0.882,352,713
7402,0.878,0.175,0.152,0.136,0.426,0.902,0.87,406,1075
7403,0.839,0.203,0.227,0.236,0.46,0.929,0.827,864,1300
7404,0.751,0.931,0.197,0.452,0.317,0.752,0.878,284,333
7405,0.712,0.122,0.227,0.13,0.358,0.874,0.807,684,776
7406,0.709,0.011,0.242,0.129,0.357,0.78,0.819,33,1925
7407,0.709,0.0,0.273,0.129,0.357,0.752,0.803,259,570
7408,0.654,0.131,0.318,0.03,0.17,0.874,0.744,322,951
7409,0.637,0.886,0.212,0.021,0.097,0.72,0.89,208,318
7410,0.812,0.208,0.212,0.091,0.14,0.929,0.839,189,473
7411,0.821,0.814,0.288,0.28,0.185,0.646,0.913,231,1390
7412,0.828,0.819,0.076,0.366,0.174,0.811,0.937,905,1268
7413,0.878,0.886,0.197,0.317,0.224,0.732,0.894,878,1504
7414,0.885,0.861,0.273,0.357,0.24,0.661,0.886,477,1446
7415,0.887,0.911,0.212,0.382,0.248,0.728,0.874,721,1638
7416,0.891,0.858,0.303,0.41,0.256,0.634,0.878,770,790
7417,0.884,0.15,0.197,0.198,0.423,0.894,0.831,502,896
7418,0.874,0.233,0.288,0.15,0.435,0.957,0.803,900,1415
7419,0.853,0.189,0.212,0.232,0.454,0.921,0.827,694,1568
7420,0.843,0.186,0.212,0.298,0.46,0.917,0.831,546,885
7421,0.716,0.128,0.227,0.163,0.362,0.878,0.811,157,1096
7422,0.711,0.033,0.227,0.15,0.362,0.799,0.815,567,1653
7423,0.658,0.106,0.364,0.061,0.175,0.835,0.709,693,1715
7424,0.653,0.506,0.303,0.043,0.159,0.874,0.98,954,1175
7425,0.656,0.55,0.258,0.091,0.152,0.835,0.992,15,715
7426,0.656,0.528,0.197,0.203,0.126,0.866,0.98,773,1030
7427,0.636,0.894,0.242,0.021,0.101,0.701,0.874,505,1338
7428,0.875,0.881,0.136,0.275,0.206,0.776,0.917,300,1222
7429,0.887,0.864,0.273,0.376,0.241,0.665,0.886,401,1094
7430,0.856,0.189,0.242,0.231,0.456,0.925,0.807,764,1426
7431,0.85,0.158,0.212,0.275,0.46,0.902,0.823,366,513
7432,0.831,0.186,0.212,0.221,0.447,0.917,0.831,88,723
7433,0.777,0.097,0.197,0.394,0.342,0.858,0.831,889,893
7434,0.717,0.128,0.212,0.183,0.365,0.882,0.819,589,1922
7435,0.677,0.031,0.303,0.183,0.196,0.768,0.772,565,1057
7436,0.663,0.094,0.348,0.089,0.181,0.827,0.724,552,1704
7437,0.657,0.1,0.439,0.048,0.175,0.803,0.642,792,1749
7438,0.653,0.561,0.333,0.061,0.158,0.803,0.996,27,1941
7439,0.654,0.631,0.182,0.173,0.132,0.799,0.988,320,1706
7440,0.654,0.531,0.136,0.183,0.13,0.866,0.972,941,1718
7441,0.911,0.203,0.288,0.641,0.37,0.937,0.795,99,1502
7442,0.786,0.272,0.273,0.15,0.091,0.969,0.839,756,1019
7443,0.719,0.211,0.348,0.177,0.173,0.949,0.744,720,791
7444,0.802,0.542,0.121,0.258,0.319,0.862,0.972,627,1891
7445,0.861,0.142,0.212,0.245,0.459,0.89,0.827,899,1957
7446,0.844,0.094,0.242,0.279,0.469,0.85,0.799,122,1822
7447,0.834,0.936,0.182,0.064,0.479,0.76,0.878,479,1045
7448,0.741,0.261,0.379,0.288,0.349,0.984,0.764,151,260
7449,0.716,0.047,0.242,0.193,0.371,0.811,0.811,624,1110
7450,0.68,0.986,0.197,0.204,0.207,0.783,0.858,222,912
7451,0.665,0.086,0.318,0.091,0.183,0.823,0.748,715,1880
7452,0.658,0.128,0.379,0.048,0.178,0.858,0.693,539,1896
7453,0.655,0.136,0.348,0.03,0.176,0.874,0.72,199,1054
7454,0.65,0.597,0.288,0.048,0.161,0.776,1.0,272,1689
7455,0.653,0.528,0.136,0.163,0.133,0.866,0.976,100,1108
7456,0.802,0.311,0.227,0.144,0.117,0.965,0.878,322,1919
7457,0.728,0.181,0.394,0.224,0.167,0.921,0.701,897,1157
7458,0.712,0.125,0.394,0.125,0.187,0.854,0.689,567,1606
7459,0.875,0.853,0.182,0.298,0.206,0.732,0.917,194,1336
7460,0.89,0.886,0.258,0.413,0.244,0.681,0.87,524,1691
7461,0.719,0.072,0.197,0.219,0.374,0.839,0.831,931,1315
7462,0.699,0.719,0.091,0.183,0.298,0.811,0.961,423,947
7463,0.699,0.625,0.106,0.163,0.295,0.831,0.972,380,1693
7464,0.678,0.194,0.303,0.168,0.197,0.933,0.772,590,1124
7465,0.657,0.156,0.348,0.048,0.18,0.898,0.728,928,1755
7466,0.647,0.289,0.091,0.021,0.171,0.906,0.917,818,1231
7467,0.647,0.336,0.242,0.089,0.124,0.969,0.886,977,1606
7468,0.639,0.861,0.303,0.021,0.116,0.634,0.874,608,1838
7469,0.778,0.256,0.333,0.193,0.081,0.972,0.791,291,1892
7470,0.733,0.214,0.258,0.251,0.164,0.941,0.811,958,1762
7471,0.717,0.108,0.348,0.155,0.184,0.846,0.724,888,1842
7472,0.799,0.625,0.061,0.262,0.331,0.843,0.961,303,1070
7473,0.806,0.606,0.076,0.077,0.213,0.843,0.965,112,1288
7474,0.829,0.525,0.045,0.319,0.15,0.862,0.949,843,1457
7475,0.882,0.872,0.273,0.365,0.223,0.669,0.878,571,857
7476,0.885,0.883,0.273,0.387,0.23,0.665,0.87,856,1684
7477,0.875,0.156,0.242,0.236,0.453,0.902,0.807,614,843
7478,0.698,0.411,0.136,0.077,0.287,0.913,0.945,315,1243
7479,0.681,0.147,0.106,0.213,0.205,0.882,0.882,76,365
7480,0.668,0.117,0.212,0.122,0.191,0.874,0.823,552,1365
7481,0.659,0.161,0.333,0.061,0.184,0.902,0.74,404,699
7482,0.65,0.511,0.258,0.077,0.158,0.874,0.98,658,1895
7483,0.649,0.578,0.152,0.107,0.145,0.839,0.984,472,1059
7484,0.65,0.95,0.258,0.116,0.102,0.72,0.839,367,1602
7485,0.871,0.222,0.273,0.429,0.243,0.949,0.803,122,225
7486,0.869,0.219,0.303,0.429,0.238,0.953,0.787,552,1926
7487,0.735,0.239,0.182,0.269,0.162,0.933,0.87,404,1010
7488,0.719,0.122,0.303,0.155,0.185,0.866,0.76,44,246
7489,0.718,0.147,0.288,0.137,0.189,0.894,0.768,151,1451
7490,0.808,0.656,0.03,0.107,0.281,0.85,0.945,67,1499
7491,0.818,0.819,0.273,0.251,0.18,0.654,0.913,138,1973
7492,0.893,0.906,0.303,0.442,0.244,0.661,0.843,935,1535
7493,0.888,0.167,0.258,0.271,0.446,0.909,0.795,179,893
7494,0.692,0.219,0.288,0.043,0.369,0.949,0.799,728,1669
