id,t,u,time_in,time_out
8187,0.696,0.003,801,1887
8188,0.697,0.964,161,1275
8189,0.737,0.239,854,966
8190,0.734,0.283,264,892
8191,0.771,0.236,788,1834
8192,0.843,0.506,342,546
8193,0.879,0.203,420,677
8194,0.848,0.556,957,1311
8195,0.859,0.497,392,1545
8196,0.859,0.497,246,1049
8197,0.859,0.483,790,1644
8198,0.856,0.369,430,1197
8199,0.792,0.303,5,1989
8200,0.727,0.197,577,1790
8201,0.711,0.15,20,1133
8202,0.656,0.178,464,1245
8203,0.823,0.739,140,494
8204,0.848,0.231,438,1337
8205,0.699,0.419,130,1467
8206,0.683,0.525,519,1898
8207,0.818,0.114,533,669
8208,0.728,0.25,255,287
8209,0.84,0.183,61,1388
8210,0.846,0.339,945,1586
8211,0.856,0.525,810,1637
8212,0.831,0.383,510,962
8213,0.767,0.503,89,607
8214,0.741,0.375,773,857
8215,0.717,0.144,287,430
8216,0.812,0.144,44,1057
8217,0.78,0.339,290,568
8218,0.751,0.119,895,1368
8219,0.749,0.144,562,764
8220,0.784,0.75,545,1965
8221,0.869,0.244,310,1035
8222,0.841,0.178,723,1324
8223,0.843,0.567,360,1763
8224,0.844,0.542,757,1396
8225,0.799,0.436,360,743
8226,0.736,0.397,536,1058
8227,0.679,0.614,532,1371
8228,0.814,0.514,433,1942
8229,0.785,0.494,742,1870
8230,0.759,0.067,503,541
8231,0.747,0.2,967,992
8232,0.728,0.258,122,1533
8233,0.721,0.75,55,227
8234,0.747,0.814,234,1791
8235,0.736,0.514,593,749
8236,0.702,0.211,647,1374
8237,0.688,0.358,37,678
8238,0.68,0.561,752,1623
8239,0.665,0.308,522,1566
8240,0.665,0.275,959,1316
8241,0.738,0.253,191,1631
8242,0.836,0.075,202,1686
8243,0.84,0.233,142,1193
8244,0.762,0.581,330,571
8245,0.768,0.683,546,821
8246,0.716,0.464,725,1188
8247,0.69,0.469,904,1740
8248,0.686,0.464,497,1175
8249,0.769,0.072,77,1007
8250,0.835,0.3,950,1355
8251,0.851,0.397,10,1803
8252,0.728,0.411,614,682
8253,0.714,0.464,354,673
8254,0.705,0.261,853,1724
8255,0.678,0.389,72,1404
8256,0.671,0.506,1,1028
8257,0.672,0.561,417,710
8258,0.825,0.194,690,1302
8259,0.817,0.167,482,966
8260,0.8,0.578,798,1622
8261,0.773,0.153,750,1228
8262,0.769,0.297,113,1506
8263,0.765,0.319,751,1773
8264,0.745,0.9,839,1485
8265,0.863,0.964,231,1820
8266,0.875,0.853,118,797
8267,0.881,0.475,761,1154
8268,0.882,0.517,706,1328
8269,0.672,0.522,735,1420
8270,0.67,0.422,149,166
8271,0.757,0.383,267,824
8272,0.754,0.358,74,1496
8273,0.732,0.264,507,1077
8274,0.753,0.842,776,1657
8275,0.785,0.031,601,1656
8276,0.801,0.669,946,1268
8277,0.834,0.467,817,1510
8278,0.888,0.636,552,1887
8279,0.892,0.631,936,1473
8280,0.855,0.186,392,474
8281,0.841,0.531,560,897
8282,0.84,0.275,74,900
8283,0.759,0.483,754,975
8284,0.678,0.428,601,715
8285,0.667,0.542,442,1459
8286,0.8,0.2,219,1312
8287,0.793,0.422,313,717
8288,0.777,0.261,662,1429
8289,0.759,0.333,551,1670
8290,0.845,0.739,463,791
8291,0.881,0.461,183,465
8292,0.888,0.597,291,1357
8293,0.872,0.156,521,629
8294,0.834,0.308,51,344
8295,0.757,0.475,995,1117
8296,0.725,0.431,811,1827
8297,0.71,0.417,405,872
8298,0.709,0.364,742,1822
8299,0.697,0.408,130,790
8300,0.821,0.083,292,1812
8301,0.764,0.411,634,934
8302,0.751,0.431,647,1537
8303,0.734,0.297,964,1408
8304,0.864,0.825,739,1711
8305,0.862,0.05,418,1944
8306,0.862,0.042,973,1920
8307,0.884,0.564,655,1432
8308,0.76,0.522,204,1383
8309,0.723,0.392,941,1193
8310,0.721,0.422,129,375
8311,0.716,0.436,49,609
8312,0.704,0.458,492,1816
8313,0.694,0.478,594,796
8314,0.665,0.464,218,1579
8315,0.659,0.378,478,951
8316,0.655,0.439,77,85
8317,0.814,0.108,511,1271
8318,0.786,0.403,691,1222
8319,0.771,0.458,816,846
8320,0.77,0.308,681,1391
8321,0.738,0.3,643,712
8322,0.728,0.269,553,578
8323,0.722,0.267,66,188
8324,0.864,0.719,726,1561
8325,0.866,0.0,593,1823
8326,0.864,0.064,807,1613
8327,0.88,0.542,531,574
8328,0.866,0.217,631,931
8329,0.84,0.539,586,666
8330,0.774,0.478,389,1183
8331,0.768,0.383,978,1112
8332,0.728,0.322,580,1270
8333,0.721,0.392,537,718
8334,0.717,0.386,751,1076
8335,0.824,0.006,264,1283
8336,0.775,0.5,951,1968
8337,0.778,0.411,80,838
8338,0.769,0.344,921,1550
8339,0.748,0.292,793,1794
8340,0.739,0.328,483,1558
8341,0.732,0.306,540,570
8342,0.728,0.286,793,1945
8343,0.864,0.036,180,1135
8344,0.864,0.025,596,1104
8345,0.864,0.986,102,808
8346,0.882,0.569,373,1729
8347,0.889,0.475,238,1115
8348,0.889,0.436,850,1840
8349,0.793,0.219,264,1905
8350,0.752,0.478,840,1230
8351,0.752,0.469,231,1496
8352,0.751,0.478,66,1226
8353,0.751,0.519,56,1491
8354,0.748,0.567,828,911
8355,0.748,0.539,770,995
8356,0.712,0.414,809,1158
8357,0.71,0.381,329,1618
8358,0.708,0.367,210,1619
8359,0.702,0.419,886,889
8360,0.704,0.608,638,1555
8361,0.706,0.619,214,1635
8362,0.671,0.381,482,1419
8363,0.651,0.35,464,1801
8364,0.774,0.406,264,1998
8365,0.766,0.381,820,1099
8366,0.764,0.275,258,493
8367,0.752,0.253,137,1745
8368,0.726,0.308,43,1875
8369,0.863,0.625,747,1579
8370,0.864,0.536,431,457
8371,0.865,0.958,108,619
8372,0.866,0.989,731,1563
8373,0.888,0.492,892,1252
8374,0.878,0.222,923,1189
8375,0.84,0.475,7,1432
8376,0.752,0.433,256,1015
8377,0.751,0.45,722,1281
8378,0.75,0.467,599,760
8379,0.745,0.456,966,1694
8380,0.744,0.492,321,1957
8381,0.748,0.597,570,971
8382,0.701,0.4,51,97
8383,0.698,0.375,223,1751
8384,0.655,0.386,461,688
8385,0.794,0.514,838,1194
8386,0.769,0.136,180,552
8387,0.763,0.447,825,1521
8388,0.862,0.739,542,1435
8389,0.863,0.544,432,1114
8390,0.864,0.572,355,1490
8391,0.867,0.939,599,1147
8392,0.867,0.058,293,1431
8393,0.881,0.556,758,1626
8394,0.886,0.497,545,1201
8395,0.886,0.481,466,1180
8396,0.869,0.225,376,1784
8397,0.829,0.531,197,585
8398,0.837,0.533,683,1541
8399,0.845,0.583,197,399
8400,0.749,0.589,657,911
8401,0.747,0.378,700,1063
8402,0.745,0.406,404,1229
8403,0.747,0.6,112,1987
8404,0.732,0.289,371,1025
8405,0.717,0.358,881,1118
8406,0.698,0.467,584,1742
8407,0.697,0.597,948,1167
8408,0.703,0.525,924,1625
8409,0.821,0.111,582,589
8410,0.775,0.158,30,1766
8411,0.773,0.417,113,640
8412,0.771,0.4,447,846
8413,0.762,0.403,490,1845
8414,0.791,0.733,518,913
8415,0.861,0.706,424,809
8416,0.863,0.578,731,1094
8417,0.885,0.514,205,681
8418,0.84,0.131,668,1021
8419,0.838,0.453,609,1426
8420,0.747,0.464,975,1394
8421,0.747,0.589,567,601
8422,0.758,0.403,244,1608
8423,0.742,0.467,576,749
8424,0.741,0.619,736,1585
8425,0.692,0.544,567,1702
8426,0.701,0.522,491,1911
8427,0.68,0.45,340,594
8428,0.679,0.417,688,1625
8429,0.656,0.381,204,626
8430,0.654,0.336,645,1296
8431,0.829,0.986,140,692
8432,0.769,0.422,735,1112
8433,0.766,0.406,644,1107
8434,0.762,0.381,658,922
8435,0.758,0.394,737,1709
8436,0.851,0.847,431,1864
8437,0.87,0.836,327,1985
8438,0.745,0.422,680,1968
8439,0.745,0.511,387,917
8440,0.742,0.392,976,1935
8441,0.733,0.308,431,793
8442,0.709,0.361,144,1612
8443,0.695,0.331,607,1133
8444,0.692,0.4,863,1669
8445,0.679,0.386,816,1855
8446,0.676,0.5,998,1594
8447,0.766,0.453,129,914
8448,0.761,0.408,286,537
8449,0.743,0.361,647,689
8450,0.871,0.125,487,1344
8451,0.817,0.392,953,1735
8452,0.839,0.725,676,881
8453,0.75,0.464,375,1834
8454,0.744,0.453,372,728
8455,0.767,0.269,546,1697
8456,0.752,0.375,925,1665
8457,0.741,0.619,982,1416
8458,0.767,0.422,472,1499
8459,0.766,0.419,992,1345
8460,0.713,0.386,387,1516
8461,0.694,0.3,859,1720
8462,0.674,0.497,368,1994
8463,0.807,0.117,828,1682
8464,0.712,0.806,338,445
8465,0.809,0.886,883,1454
8466,0.87,0.172,791,1261
8467,0.879,0.411,501,531
8468,0.826,0.725,257,1369
8469,0.832,0.475,419,1505
8470,0.763,0.422,516,1804
8471,0.743,0.35,721,902
8472,0.736,0.494,813,998
8473,0.738,0.619,279,665
8474,0.739,0.65,355,1151
8475,0.749,0.75,538,1431
8476,0.709,0.392,846,1646
8477,0.696,0.328,138,1171
8478,0.675,0.356,801,1222
8479,0.666,0.353,713,1632
8480,0.658,0.031,121,324
8481,0.829,0.028,880,1963
8482,0.82,0.494,300,412
8483,0.864,0.642,70,1365
8484,0.839,0.042,152,1760
8485,0.811,0.439,75,1557
8486,0.841,0.706,106,1147
8487,0.848,0.75,673,683
8488,0.83,0.142,825,1963
8489,0.747,0.392,230,825
8490,0.741,0.356,512,1234
8491,0.735,0.564,779,1546
8492,0.74,0.756,785,1017
8493,0.742,0.789,996,1042
8494,0.747,0.803,323,1857
8495,0.758,0.447,47,707
8496,0.739,0.289,521,1931
8497,0.688,0.369,997,1065
8498,0.688,0.481,768,909
8499,0.841,0.019,930,1038
8500,0.791,0.119,12,743
8501,0.757,0.469,538,613
8502,0.75,0.886,321,1433
8503,0.797,0.861,260,1851
8504,0.868,0.675,506,1443
8505,0.87,0.875,182,1464
8506,0.841,0.075,999,1640
8507,0.834,0.308,290,552
8508,0.74,0.467,580,1747
8509,0.734,0.525,938,1562
8510,0.734,0.572,492,1195
8511,0.741,0.767,505,696
8512,0.742,0.794,816,1226
8513,0.696,0.425,626,770
8514,0.668,0.189,296,1916
8515,0.79,0.133,35,1398
8516,0.765,0.2,981,1188
8517,0.76,0.225,538,1224
8518,0.738,0.739,325,598
8519,0.753,0.458,174,1665
8520,0.699,0.358,176,1258
8521,0.681,0.536,623,896
8522,0.677,0.406,620,1960
8523,0.67,0.958,232,883
8524,0.82,0.864,801,1761
8525,0.868,0.539,521,1047
8526,0.87,0.828,835,1526
8527,0.872,0.031,567,1476
8528,0.869,0.211,523,1594
8529,0.868,0.208,103,1088
8530,0.83,0.217,816,1868
8531,0.737,0.442,591,1117
8532,0.733,0.631,42,345
8533,0.741,0.794,320,1441
8534,0.719,0.272,797,1085
8535,0.679,0.497,16,247
8536,0.666,0.994,544,1002
8537,0.741,0.414,557,1197
8538,0.74,0.386,394,701
8539,0.87,0.656,161,1442
8540,0.861,0.453,698,1223
8541,0.828,0.667,609,1999
8542,0.794,0.092,611,1317
8543,0.736,0.486,698,1580
8544,0.762,0.706,562,1546
8545,0.736,0.353,143,533
8546,0.742,0.817,250,1477
8547,0.75,0.858,557,1263
8548,0.751,0.964,921,1883
8549,0.75,0.489,10,935
8550,0.69,0.369,89,1207
8551,0.68,0.525,547,1114
8552,0.676,0.492,211,808
8553,0.673,0.442,569,1344
8554,0.671,0.944,557,1688
8555,0.735,0.344,740,1954
8556,0.783,0.886,607,1151
8557,0.826,0.603,882,904
8558,0.871,0.211,746,1272
8559,0.762,0.139,920,1345
8560,0.73,0.369,440,1197
8561,0.749,0.839,755,1281
8562,0.74,0.483,723,1087
8563,0.714,0.278,71,873
8564,0.682,0.353,565,1485
8565,0.681,0.203,525,1096
8566,0.673,0.4,658,827
8567,0.873,0.192,690,1393
8568,0.873,0.203,380,1191
8569,0.856,0.408,894,1024
8570,0.848,0.494,67,1248
8571,0.863,0.581,246,281
8572,0.817,0.431,307,1723
8573,0.826,0.656,112,249
8574,0.759,0.044,542,1666
8575,0.738,0.5,863,1382
8576,0.682,0.153,80,1184
8577,0.674,0.0,558,1418
8578,0.736,0.386,201,1473
8579,0.734,0.4,804,1229
8580,0.791,0.853,451,1918
8581,0.792,0.817,601,1633
8582,0.863,0.581,870,1016
8583,0.87,0.7,301,1068
8584,0.87,0.792,306,1582
8585,0.868,0.508,629,1211
8586,0.731,0.425,70,1678
8587,0.729,0.428,679,885
8588,0.728,0.453,208,1118
8589,0.728,0.508,269,1594
8590,0.746,0.811,362,1103
8591,0.734,0.453,421,1610
8592,0.706,0.286,644,1452
8593,0.694,0.272,413,1415
8594,0.68,0.95,664,828
8595,0.848,0.956,406,1902
8596,0.734,0.364,839,1521
8597,0.861,0.617,462,1317
8598,0.856,0.35,604,1244
8599,0.854,0.211,330,1750
8600,0.828,0.214,48,1786
8601,0.732,0.336,953,1147
8602,0.745,0.361,676,685
8603,0.738,0.333,410,1986
8604,0.728,0.489,167,1028
8605,0.748,0.811,174,925
8606,0.68,0.014,405,1351
8607,0.684,0.981,494,874
8608,0.684,0.036,290,1283
8609,0.871,0.189,642,1406
8610,0.847,0.103,416,491
8611,0.799,0.125,732,1612
8612,0.727,0.55,444,1855
8613,0.738,0.794,304,1410
8614,0.741,0.8,233,922
8615,0.752,0.811,820,1955
8616,0.727,0.481,269,764
8617,0.728,0.514,240,273
8618,0.734,0.414,873,1299
8619,0.732,0.422,499,1001
8620,0.726,0.336,357,1255
8621,0.823,0.75,777,967
8622,0.831,0.65,992,1804
8623,0.856,0.672,431,1382
8624,0.859,0.664,953,1025
8625,0.861,0.719,217,970
8626,0.87,0.7,234,1158
8627,0.872,0.217,373,407
8628,0.87,0.2,560,1648
8629,0.8,0.678,537,718
8630,0.857,0.056,875,1511
8631,0.852,0.989,441,1435
8632,0.733,0.436,846,1817
8633,0.807,0.936,141,1745
8634,0.808,0.939,835,1892
8635,0.822,0.075,862,989
8636,0.826,0.969,724,859
8637,0.85,0.625,884,1654
8638,0.842,0.494,626,1410
8639,0.812,0.061,459,1960
8640,0.72,0.494,947,1241
8641,0.706,0.369,239,1122
8642,0.684,0.842,271,1484
8643,0.681,0.208,836,1807
8644,0.78,0.65,810,1016
8645,0.861,0.733,591,1180
8646,0.836,0.217,782,928
8647,0.842,0.464,664,1415
8648,0.731,0.422,668,1549
8649,0.731,0.481,127,1888
8650,0.731,0.5,196,843
8651,0.728,0.439,372,728
8652,0.725,0.458,857,904
8653,0.725,0.589,977,1681
8654,0.731,0.867,974,1883
8655,0.682,0.942,332,363
8656,0.688,0.911,21,1119
8657,0.694,0.994,620,1771
8658,0.73,0.508,163,1127
8659,0.719,0.456,348,1772
8660,0.715,0.414,326,1295
8661,0.731,0.714,837,1601
8662,0.752,0.736,353,1736
8663,0.832,0.014,800,1426
8664,0.841,0.5,987,1879
8665,0.73,0.375,205,1563
8666,0.73,0.453,121,852
8667,0.728,0.772,150,215
8668,0.747,0.683,739,1092
8669,0.699,0.042,734,1053
8670,0.727,0.525,642,1189
8671,0.726,0.383,555,1823
8672,0.823,0.664,49,1836
8673,0.838,0.322,361,1876
8674,0.84,0.278,275,840
8675,0.728,0.281,546,1113
8676,0.728,0.575,184,1337
8677,0.722,0.644,586,792
8678,0.687,0.331,366,1816
8679,0.684,0.003,798,1793
8680,0.688,0.936,137,1097
8681,0.696,0.925,688,1503
8682,0.794,0.867,511,1209
8683,0.874,0.189,487,700
8684,0.836,0.528,742,1615
8685,0.827,0.114,774,886
8686,0.862,0.864,68,1865
8687,0.828,0.186,400,1921
8688,0.724,0.392,347,498
8689,0.724,0.453,579,1408
8690,0.735,0.539,514,533
8691,0.747,0.675,291,774
8692,0.691,0.9,743,955
8693,0.692,0.081,334,1363
8694,0.704,0.936,478,1514
8695,0.862,0.969,351,1768
8696,0.829,0.069,566,1648
8697,0.827,0.9,802,1578
8698,0.875,0.172,935,1268
8699,0.846,0.569,868,1489
8700,0.731,0.075,709,949
8701,0.724,0.25,400,1669
8702,0.744,0.467,993,1195
8703,0.693,0.106,268,1311
8704,0.702,0.919,440,778
8705,0.86,0.961,782,1006
8706,0.873,0.244,574,1166
8707,0.821,0.511,986,1248
8708,0.832,0.536,997,1993
8709,0.759,0.058,347,727
8710,0.732,0.081,281,1608
8711,0.72,0.697,371,1458
8712,0.737,0.622,355,1661
8713,0.739,0.589,535,843
8714,0.688,0.403,392,1372
8715,0.687,0.369,902,1763
8716,0.692,0.969,677,1775
8717,0.836,0.086,100,843
8718,0.75,0.203,267,755
8719,0.727,0.719,135,1991
8720,0.737,0.525,949,1036
8721,0.697,0.406,516,879
8722,0.688,0.95,843,1717
8723,0.694,0.125,755,1371
8724,0.797,0.731,578,1615
8725,0.827,0.55,216,1024
8726,0.874,0.228,410,1926
8727,0.872,0.25,401,1925
8728,0.826,0.269,171,772
8729,0.786,0.425,254,1566
8730,0.826,0.442,380,1942
8731,0.729,0.689,304,1703
8732,0.733,0.533,557,1137
8733,0.687,0.869,716,1552
8734,0.7,0.931,959,1461
8735,0.712,0.872,95,1002
8736,0.846,0.075,931,1780
8737,0.843,0.019,18,1746
8738,0.804,0.706,717,1225
8739,0.742,0.1,49,1459
8740,0.721,0.139,531,1533
8741,0.726,0.725,579,894
8742,0.692,0.881,598,1745
8743,0.694,0.886,713,1702
8744,0.702,0.131,659,672
8745,0.698,0.942,967,992
8746,0.699,0.95,356,923
8747,0.711,0.847,745,1098
8748,0.788,0.633,632,756
8749,0.72,0.925,344,865
8750,0.722,0.736,826,1083
8751,0.728,0.703,847,1757
8752,0.73,0.642,785,1955
8753,0.699,0.878,124,740
8754,0.701,0.878,924,1607
8755,0.709,0.9,19,818
8756,0.839,0.942,186,1690
8757,0.875,0.289,818,1900
8758,0.825,0.428,641,1890
8759,0.816,0.444,995,1872
8760,0.814,0.681,580,1913
8761,0.72,0.292,208,1949
8762,0.722,0.733,836,1303
8763,0.695,0.903,63,1900
8764,0.703,0.992,27,890
8765,0.86,0.506,194,515
8766,0.803,0.714,409,1412
8767,0.87,0.844,833,1339
8768,0.833,0.061,622,1921
8769,0.828,0.522,951,1609
8770,0.811,0.458,411,643
8771,0.852,0.819,222,919
8772,0.86,0.889,200,1899
8773,0.773,0.175,342,766
8774,0.704,0.881,442,1908
8775,0.708,0.933,362,1635
8776,0.713,0.95,485,1201
8777,0.853,0.589,333,841
8778,0.824,0.278,119,1904
8779,0.795,0.169,78,1228
8780,0.704,0.897,89,954
8781,0.708,0.956,500,758
8782,0.87,0.561,530,1873
8783,0.876,0.0,857,1910
8784,0.875,0.25,903,1596
8785,0.719,0.092,755,1739
8786,0.709,0.458,93,961
8787,0.703,0.872,643,1372
8788,0.714,0.914,478,847
8789,0.717,0.9,218,247
8790,0.716,0.106,631,847
8791,0.875,0.269,192,313
8792,0.816,0.672,635,1362
8793,0.702,0.819,304,677
8794,0.81,0.653,315,1425
8795,0.837,0.911,872,1616
8796,0.847,0.922,289,595
8797,0.864,0.836,87,889
8798,0.736,0.017,277,597
8799,0.707,0.836,37,1033
8800,0.709,0.883,367,1055
8801,0.71,0.894,596,1597
8802,0.716,0.931,546,1855
8803,0.827,0.983,485,1319
8804,0.84,0.906,580,1794
8805,0.876,0.208,862,944
8806,0.801,0.408,571,797
8807,0.819,0.75,84,1635
8808,0.704,0.061,531,785
8809,0.711,0.875,677,1292
8810,0.715,0.95,434,546
8811,0.752,0.033,51,1874
8812,0.803,0.019,797,1092
8813,0.877,0.161,173,443
8814,0.821,0.136,663,851
8815,0.815,0.225,659,703
8816,0.699,0.964,223,1498
8817,0.699,0.861,544,1108
8818,0.707,0.847,54,1232
8819,0.71,0.925,703,1286
8820,0.762,0.717,108,1666
8821,0.877,0.158,290,909
8822,0.782,0.425,960,1964
8823,0.755,0.125,324,545
8824,0.715,0.858,312,1186
8825,0.883,0.153,246,552
8826,0.719,0.233,988,1018
8827,0.875,0.761,498,1800
8828,0.879,0.206,457,1135
8829,0.787,0.678,551,1902
8830,0.812,0.167,501,1015
8831,0.709,0.817,192,993
8832,0.711,0.939,549,1497
8833,0.711,0.028,104,1771
8834,0.857,0.719,864,1485
8835,0.788,0.497,258,1317
8836,0.799,0.406,825,850
8837,0.802,0.172,743,855
8838,0.705,0.075,762,770
8839,0.768,0.092,633,731
8840,0.799,0.664,197,1467
8841,0.861,0.014,854,1129
8842,0.88,0.708,452,861
8843,0.881,0.272,747,1427
8844,0.88,0.261,181,1432
8845,0.799,0.531,448,1556
8846,0.706,0.022,44,258
8847,0.701,0.906,184,765
8848,0.708,0.803,962,1281
8849,0.71,0.797,952,1437
8850,0.862,0.75,192,362
8851,0.802,0.142,931,1433
8852,0.707,0.086,388,452
8853,0.711,0.797,367,1813
8854,0.713,0.9,957,1790
8855,0.853,0.981,939,1269
8856,0.856,0.094,682,1801
8857,0.771,0.097,490,1061
8858,0.71,0.8,27,350
8859,0.713,0.792,489,1195
8860,0.714,0.917,410,1102
8861,0.715,0.961,942,1799
8862,0.775,0.886,704,1114
8863,0.783,0.719,390,670
8864,0.823,0.811,704,1961
8865,0.836,0.7,705,1939
8866,0.873,0.017,918,1777
8867,0.783,0.572,971,1093
8868,0.71,0.944,203,1237
8869,0.789,0.633,88,320
8870,0.879,0.45,685,1959
8871,0.711,0.025,414,800
8872,0.706,0.986,20,61
8873,0.767,0.353,569,1629
8874,0.794,0.811,254,1641
8875,0.707,0.944,399,1707
8876,0.708,0.953,715,1563
8877,0.778,0.864,283,1784
8878,0.87,0.011,131,1486
8879,0.776,0.058,861,1901
8880,0.712,0.064,495,1144
8881,0.863,0.886,863,1197
8882,0.876,0.65,923,1569
8883,0.785,0.117,379,798
8884,0.757,0.55,501,1664
8885,0.787,0.186,957,1314
8886,0.777,0.011,605,910
8887,0.746,0.067,400,1035
8888,0.779,0.036,55,1073
8889,0.872,0.936,390,1839
8890,0.804,0.097,278,1326
8891,0.737,0.322,285,311
8892,0.83,0.842,387,1077
8893,0.842,0.917,275,1708
8894,0.848,0.8,678,1973
8895,0.866,0.939,528,1969
8896,0.714,0.092,92,1694
8897,0.817,0.819,930,1035
8898,0.748,0.186,673,1558
8899,0.878,0.794,726,774
8900,0.881,0.8,297,1425
8901,0.797,0.131,1,1945
8902,0.715,0.036,10,1173
8903,0.787,0.828,943,1616
8904,0.828,0.792,621,1000
8905,0.829,0.825,234,1874
8906,0.858,0.861,274,973
8907,0.819,0.019,452,862
8908,0.749,0.525,858,1222
8909,0.77,0.636,818,1191
8910,0.715,0.125,320,982
8911,0.715,0.011,112,635
8912,0.715,0.972,713,1407
8913,0.767,0.294,720,1397
8914,0.737,0.208,969,1725
8915,0.771,0.019,714,1112
8916,0.785,0.964,999,1504
8917,0.845,0.647,455,1657
8918,0.877,0.864,214,869
8919,0.844,0.144,479,1136
8920,0.767,0.303,121,130
8921,0.758,0.236,68,762
8922,0.877,0.842,157,1467
8923,0.883,0.875,952,1003
8924,0.771,0.042,625,1656
8925,0.766,0.069,330,661
8926,0.789,0.031,94,979
8927,0.882,0.864,576,1375
8928,0.815,0.258,967,1192
8929,0.874,0.797,178,352
8930,0.75,0.208,565,1127
8931,0.764,0.906,788,1293
8932,0.723,0.172,516,1883
8933,0.859,0.786,96,1574
8934,0.876,0.675,913,1138
8935,0.874,0.797,709,1756
8936,0.744,0.494,530,580
8937,0.769,0.572,230,380
8938,0.843,0.681,898,972
8939,0.845,0.781,21,716
8940,0.844,0.194,520,1969
8941,0.793,0.178,329,1217
8942,0.785,0.069,254,1946
8943,0.793,0.875,304,1550
8944,0.876,0.836,275,1040
8945,0.848,0.358,550,1143
8946,0.878,0.847,727,935
8947,0.827,0.289,9,203
8948,0.766,0.447,138,144
8949,0.878,0.897,311,1715
8950,0.851,0.156,585,1149
8951,0.78,0.836,635,1393
8952,0.885,0.861,554,1947
8953,0.84,0.292,98,995
8954,0.85,0.222,946,1986
8955,0.845,0.083,189,1490
8956,0.763,0.375,806,1105
8957,0.838,0.55,61,581
8958,0.836,0.267,476,607
8959,0.835,0.531,514,1410
8960,0.837,0.317,994,1480
8961,0.882,0.447,818,1711
8962,0.762,0.289,3,1267
8963,0.798,0.083,91,625
8964,0.763,0.114,430,1771
8965,0.733,0.889,62,76
8966,0.751,0.072,306,1442
8967,0.826,0.169,63,983
8968,0.762,0.072,83,317
8969,0.805,0.106,816,1334
8970,0.784,0.219,193,1899
8971,0.734,0.794,638,1822
8972,0.795,0.022,759,1233
8973,0.748,0.911,302,589
8974,0.755,0.847,154,573
8975,0.853,0.625,622,1236
8976,0.873,0.392,506,1101
8977,0.787,0.325,751,1049
8978,0.776,0.108,208,1981
8979,0.829,0.092,106,1734
8980,0.8,0.853,233,933
8981,0.797,0.922,154,1203
8982,0.833,0.106,843,1722
8983,0.764,0.039,604,1702
8984,0.851,0.028,133,1262
8985,0.751,0.808,398,906
8986,0.816,0.811,715,1727
8987,0.857,0.564,34,1730
8988,0.859,0.5,986,1851
8989,0.819,0.389,92,1766
8990,0.788,0.342,370,978
8991,0.785,0.194,30,1159
8992,0.843,0.208,638,1001
8993,0.771,0.894,815,1331
8994,0.801,0.669,253,495
8995,0.804,0.875,797,1517
8996,0.798,0.869,105,1963
8997,0.749,0.094,763,1802
8998,0.867,0.078,45,1440
8999,0.833,0.925,694,731
9000,0.78,0.986,877,1610
9001,0.811,0.169,754,1546
9002,0.761,0.217,963,1366
9003,0.833,0.725,939,1634
