id,t,u,v,time_in,time_out
5345,0.632,0.925,0.258,101,170
5346,0.633,0.917,0.136,826,1939
5347,0.58,0.294,0.121,855,929
5348,0.581,0.922,0.106,740,1202
5349,0.569,0.036,0.136,44,1198
5350,0.6,0.811,0.288,984,1810
5351,0.607,0.981,0.136,586,1376
5352,0.592,0.053,0.197,558,1127
5353,0.597,0.828,0.379,330,1849
5354,0.618,0.967,0.333,49,352
5355,0.598,0.031,0.485,80,1471
5356,0.596,0.078,0.53,784,1987
5357,0.771,0.864,0.212,77,1791
5358,0.759,0.392,0.091,800,1897
5359,0.763,0.097,0.273,967,1138
5360,0.615,0.242,0.394,587,739
5361,0.598,0.022,0.106,617,1176
5362,0.585,0.95,0.03,692,1070
5363,0.641,0.394,0.288,304,535
5364,0.578,0.308,0.152,259,456
5365,0.578,0.886,0.076,126,1710
5366,0.58,0.942,0.394,918,1510
5367,0.612,0.186,0.152,104,780
5368,0.611,0.361,0.439,856,1048
5369,0.607,0.344,0.5,196,548
5370,0.598,0.322,0.5,459,487
5371,0.589,0.319,0.439,817,1203
5372,0.586,0.336,0.409,908,1501
5373,0.578,0.264,0.136,625,1446
5374,0.58,0.892,0.348,440,870
5375,0.626,0.875,0.439,178,1336
5376,0.635,0.239,0.106,537,677
5377,0.584,0.361,0.348,929,1994
5378,0.582,0.975,0.152,82,1634
5379,0.573,0.289,0.167,72,247
5380,0.572,0.033,0.212,618,1396
5381,0.577,0.958,0.318,557,1227
5382,0.589,0.789,0.348,119,155
5383,0.594,0.047,0.242,923,925
5384,0.614,0.944,0.364,262,640
5385,0.602,0.994,0.47,39,130
5386,0.854,0.931,0.076,228,525
5387,0.854,0.0,0.076,286,1772
5388,0.852,0.125,0.03,182,1162
5389,0.85,0.106,0.167,331,1371
5390,0.768,0.425,0.227,983,1494
5391,0.742,0.361,0.242,518,850
5392,0.731,0.944,0.212,362,1705
5393,0.599,0.161,0.121,487,813
5394,0.6,0.894,0.258,928,1953
5395,0.616,0.944,0.394,570,1842
5396,0.598,0.108,0.364,376,666
5397,0.596,0.086,0.5,295,1936
5398,0.584,0.847,0.152,674,1902
5399,0.615,0.622,0.5,111,856
5400,0.639,0.797,0.227,380,1609
5401,0.609,0.364,0.439,677,742
5402,0.6,0.331,0.485,872,1320
5403,0.596,0.322,0.47,566,891
5404,0.592,0.314,0.455,661,1468
5405,0.588,0.306,0.424,247,1293
5406,0.584,0.308,0.379,743,1113
5407,0.581,0.317,0.303,533,1080
5408,0.583,0.911,0.409,62,1693
5409,0.626,0.317,0.242,917,1115
5410,0.635,0.958,0.273,103,646
5411,0.619,0.181,0.061,364,2000
5412,0.62,0.111,0.106,874,1455
5413,0.62,0.886,0.212,887,1524
5414,0.633,0.839,0.273,50,1937
5415,0.636,0.0,0.121,10,1958
5416,0.575,0.25,0.258,533,1751
5417,0.58,0.956,0.348,323,1842
5418,0.604,0.136,0.424,685,1266
5419,0.596,0.094,0.227,337,1132
5420,0.596,0.989,0.121,554,1462
5421,0.601,0.711,0.303,818,1742
5422,0.611,0.831,0.212,484,741
5423,0.617,0.108,0.364,836,1086
5424,0.615,0.119,0.394,910,1090
5425,0.607,0.0,0.47,958,1678
5426,0.855,0.975,0.091,913,1540
5427,0.747,0.364,0.197,264,1916
5428,0.75,0.872,0.212,482,960
5429,0.586,0.978,0.409,921,1045
5430,0.587,0.983,0.409,455,538
5431,0.587,0.033,0.333,555,655
5432,0.637,0.536,0.242,999,1873
5433,0.64,0.522,0.106,169,705
5434,0.581,0.228,0.242,589,676
5435,0.608,0.436,0.364,688,1512
5436,0.606,0.378,0.409,351,675
5437,0.598,0.319,0.439,778,918
5438,0.594,0.311,0.424,235,1298
5439,0.59,0.3,0.394,44,699
5440,0.587,0.278,0.379,558,1307
5441,0.583,0.253,0.333,844,1748
5442,0.58,0.211,0.227,242,618
5443,0.635,0.072,0.379,1000,1097
5444,0.631,0.85,0.227,260,1946
5445,0.635,0.9,0.121,804,1838
5446,0.636,0.269,0.167,984,1639
5447,0.594,0.361,0.409,542,821
5448,0.586,0.319,0.212,110,883
5449,0.584,0.153,0.121,3,782
5450,0.588,0.889,0.242,254,1653
5451,0.586,0.344,0.288,793,1238
5452,0.576,0.175,0.197,371,1085
5453,0.584,0.978,0.333,338,1802
5454,0.584,0.939,0.318,488,1869
5455,0.592,0.797,0.318,714,1775
5456,0.595,0.797,0.333,127,1252
5457,0.603,0.147,0.409,554,632
5458,0.596,0.094,0.136,724,1895
5459,0.618,0.083,0.455,879,1106
5460,0.613,0.061,0.47,546,948
5461,0.855,0.042,0.106,185,1562
5462,0.764,0.372,0.227,744,945
5463,0.755,0.336,0.152,591,1513
5464,0.747,0.367,0.212,96,526
5465,0.744,0.364,0.242,154,1231
5466,0.633,0.839,0.288,895,1093
5467,0.637,0.828,0.258,147,1610
5468,0.642,0.936,0.106,421,945
5469,0.639,0.219,0.152,508,1274
5470,0.616,0.869,0.333,589,718
5471,0.604,0.003,0.242,748,998
5472,0.59,0.097,0.455,141,1693
5473,0.623,0.728,0.364,175,1360
5474,0.636,0.583,0.364,862,1607
5475,0.638,0.694,0.167,137,1183
5476,0.603,0.389,0.364,21,173
5477,0.597,0.306,0.394,893,1290
5478,0.593,0.286,0.379,600,1160
5479,0.59,0.264,0.333,213,1657
5480,0.587,0.222,0.303,707,1559
5481,0.582,0.128,0.273,272,690
5482,0.585,0.783,0.167,599,1889
5483,0.605,0.856,0.47,476,1284
5484,0.637,0.036,0.136,950,1648
5485,0.623,0.156,0.242,570,1391
5486,0.622,0.075,0.152,873,1719
5487,0.633,0.872,0.197,190,1948
5488,0.614,0.311,0.515,113,1902
5489,0.595,0.339,0.424,216,840
5490,0.586,0.308,0.197,343,1705
5491,0.583,0.328,0.227,532,759
5492,0.578,0.119,0.136,548,1966
5493,0.597,0.119,0.242,626,1632
5494,0.625,0.967,0.242,47,656
5495,0.627,0.036,0.227,633,1725
5496,0.628,0.042,0.318,17,1711
5497,0.623,0.056,0.47,319,1009
5498,0.617,0.019,0.545,543,1284
5499,0.617,0.039,0.515,240,449
5500,0.744,0.361,0.212,724,1967
5501,0.621,0.844,0.318,596,1004
5502,0.64,0.303,0.136,566,789
5503,0.619,0.406,0.348,300,1462
5504,0.604,0.264,0.197,742,1074
5505,0.603,0.111,0.121,288,1872
5506,0.613,0.236,0.288,493,1856
5507,0.6,0.356,0.242,609,1847
5508,0.598,0.3,0.258,820,1465
5509,0.584,0.111,0.318,835,1761
5510,0.63,0.269,0.227,181,1795
5511,0.631,0.906,0.348,372,1751
5512,0.634,0.933,0.303,28,1832
5513,0.635,0.953,0.273,281,349
5514,0.588,0.308,0.227,782,1927
5515,0.586,0.125,0.061,515,1477
5516,0.589,0.953,0.227,992,1932
5517,0.594,0.017,0.167,880,1647
5518,0.588,0.258,0.242,882,1212
5519,0.578,0.242,0.121,651,730
5520,0.578,0.994,0.106,979,1006
5521,0.587,0.842,0.258,593,1346
5522,0.609,0.858,0.288,961,977
5523,0.597,0.114,0.152,789,882
5524,0.598,0.767,0.091,121,1161
5525,0.63,0.978,0.242,387,1263
5526,0.627,0.031,0.439,573,662
5527,0.615,0.142,0.455,76,1688
5528,0.855,0.236,0.152,590,836
5529,0.744,0.358,0.242,184,892
5530,0.743,0.0,0.394,729,1580
5531,0.752,0.922,0.212,26,1332
5532,0.605,0.933,0.242,365,1311
5533,0.609,0.069,0.379,722,848
5534,0.582,0.247,0.288,598,1980
5535,0.582,0.853,0.242,28,1161
5536,0.584,0.139,0.288,564,996
5537,0.629,0.256,0.258,838,1713
5538,0.628,0.864,0.333,175,1962
5539,0.638,0.969,0.152,491,1722
5540,0.587,0.139,0.106,360,1019
5541,0.587,0.939,0.197,108,402
5542,0.589,0.911,0.288,322,1789
5543,0.594,0.958,0.515,876,1605
5544,0.58,0.219,0.182,489,836
5545,0.619,0.967,0.242,60,850
5546,0.619,0.033,0.242,171,808
5547,0.611,0.147,0.47,270,1691
5548,0.598,0.022,0.076,837,977
5549,0.603,0.758,0.333,579,1860
5550,0.632,0.992,0.242,595,1198
5551,0.631,0.031,0.212,473,1789
5552,0.631,0.956,0.242,900,1018
5553,0.632,0.975,0.242,994,1262
5554,0.625,0.039,0.318,682,775
5555,0.781,0.814,0.197,548,1583
5556,0.809,0.819,0.348,756,1380
5557,0.854,0.825,0.076,151,1287
5558,0.855,0.914,0.045,208,867
5559,0.593,0.686,0.439,527,1238
5560,0.597,0.644,0.455,972,1004
5561,0.628,0.753,0.242,475,1976
5562,0.582,0.236,0.152,934,1433
5563,0.586,0.164,0.318,62,1766
5564,0.641,0.017,0.076,854,1354
5565,0.64,0.931,0.061,502,1376
5566,0.641,0.836,0.152,761,1067
5567,0.628,0.992,0.197,237,664
5568,0.623,0.35,0.515,881,1091
5569,0.61,0.336,0.5,226,395
5570,0.589,0.964,0.197,269,571
5571,0.598,0.972,0.439,765,1124
5572,0.582,0.189,0.197,45,1848
5573,0.58,0.156,0.212,192,485
5574,0.579,0.097,0.167,197,519
5575,0.579,0.931,0.182,92,1947
5576,0.582,0.9,0.303,583,1000
5577,0.61,0.869,0.348,353,615
5578,0.599,0.094,0.167,550,1156
5579,0.618,0.747,0.439,495,1564
5580,0.632,0.05,0.348,510,1915
5581,0.631,0.008,0.303,242,1497
5582,0.861,0.964,0.258,503,703
5583,0.838,0.45,0.106,587,821
5584,0.629,0.319,0.061,565,715
5585,0.616,0.194,0.212,14,552
5586,0.589,0.236,0.364,675,1373
5587,0.598,0.581,0.561,613,1164
5588,0.609,0.614,0.53,581,941
5589,0.582,0.911,0.045,304,1706
5590,0.597,0.094,0.288,702,1486
5591,0.591,0.164,0.379,828,830
5592,0.613,0.683,0.409,634,1316
5593,0.641,0.847,0.227,341,1629
5594,0.64,0.975,0.091,880,1701
5595,0.642,0.828,0.152,201,486
5596,0.64,0.253,0.227,124,1478
5597,0.63,0.908,0.227,68,981
5598,0.641,0.067,0.091,141,197
5599,0.59,0.069,0.182,871,1073
5600,0.582,0.164,0.167,456,1102
5601,0.58,0.05,0.152,203,751
5602,0.597,0.861,0.364,420,1579
5603,0.602,0.967,0.379,296,407
5604,0.607,0.867,0.364,553,1550
5605,0.619,0.903,0.288,942,1317
5606,0.618,0.247,0.318,850,1801
5607,0.6,0.167,0.106,125,766
5608,0.614,0.764,0.364,720,1165
5609,0.636,0.047,0.152,320,1137
5610,0.855,0.833,0.061,749,1418
5611,0.623,0.361,0.227,445,1829
5612,0.616,0.992,0.273,416,1877
5613,0.616,0.006,0.273,495,1471
5614,0.608,0.192,0.318,389,1238
5615,0.59,0.567,0.424,602,610
5616,0.611,0.733,0.424,529,703
5617,0.633,0.233,0.242,600,1431
5618,0.643,0.278,0.167,368,975
5619,0.633,0.297,0.288,985,1142
5620,0.63,0.972,0.212,535,1626
5621,0.641,0.261,0.061,33,1749
5622,0.592,0.064,0.121,274,640
5623,0.602,0.131,0.273,204,1977
5624,0.593,0.275,0.288,674,744
5625,0.582,0.153,0.091,940,1576
5626,0.601,0.244,0.303,953,1365
5627,0.6,0.036,0.061,629,1789
5628,0.618,0.8,0.379,841,954
5629,0.63,0.856,0.288,553,1585
5630,0.859,0.036,0.167,981,1030
5631,0.859,0.983,0.182,587,753
5632,0.865,0.919,0.303,378,391
5633,0.853,0.194,0.379,718,1074
5634,0.79,0.314,0.364,878,1844
5635,0.78,0.206,0.045,440,932
5636,0.59,0.117,0.288,187,501
5637,0.61,0.569,0.364,742,1546
5638,0.62,0.697,0.333,370,1810
5639,0.625,0.636,0.273,661,1039
5640,0.584,0.303,0.258,997,1662
5641,0.584,0.911,0.136,169,1829
5642,0.595,0.269,0.258,525,1008
5643,0.594,0.242,0.273,721,1798
5644,0.59,0.206,0.318,330,1141
5645,0.637,0.786,0.303,569,1828
5646,0.646,0.125,0.152,1000,1504
5647,0.629,0.269,0.424,222,1235
5648,0.594,0.239,0.167,101,1407
5649,0.582,0.031,0.03,330,775
5650,0.583,0.958,0.121,254,1132
5651,0.601,0.925,0.152,242,1512
5652,0.623,0.833,0.394,273,1408
5653,0.632,0.869,0.303,59,634
5654,0.636,0.858,0.152,568,874
5655,0.635,0.467,0.212,742,766
5656,0.861,0.983,0.227,557,1353
5657,0.857,0.158,0.424,784,1227
5658,0.841,0.1,0.152,529,882
5659,0.618,0.139,0.106,308,1008
5660,0.62,0.942,0.167,992,1188
5661,0.599,0.411,0.424,202,304
5662,0.588,0.039,0.136,737,1627
5663,0.603,0.661,0.394,706,1402
5664,0.599,0.35,0.212,713,802
5665,0.594,0.331,0.288,938,1010
5666,0.593,0.328,0.258,692,1327
5667,0.59,0.275,0.212,775,1485
5668,0.589,0.125,0.167,902,1574
5669,0.635,0.208,0.242,90,699
5670,0.647,0.881,0.167,744,1201
5671,0.646,0.197,0.197,346,719
5672,0.634,0.956,0.258,868,1549
5673,0.637,0.008,0.333,474,1458
5674,0.633,0.297,0.333,542,1401
5675,0.594,0.119,0.182,855,1013
5676,0.605,0.811,0.409,972,1887
5677,0.608,0.125,0.258,116,370
5678,0.583,0.961,0.136,422,560
5679,0.602,0.175,0.076,783,1725
5680,0.61,0.833,0.394,295,1855
5681,0.626,0.828,0.364,354,1269
5682,0.636,0.961,0.03,415,1964
5683,0.638,0.344,0.106,617,1615
5684,0.633,0.481,0.242,790,1345
5685,0.63,0.4,0.303,484,1595
5686,0.864,0.967,0.242,305,699
5687,0.851,0.2,0.515,220,627
5688,0.835,0.214,0.167,18,328
5689,0.771,0.275,0.515,160,663
5690,0.766,0.286,0.364,125,626
5691,0.738,0.075,0.091,737,1995
5692,0.598,0.408,0.53,828,1533
5693,0.637,0.764,0.197,481,660
5694,0.593,0.333,0.288,249,1505
5695,0.591,0.356,0.242,36,556
5696,0.589,0.375,0.091,572,810
5697,0.616,0.842,0.455,84,1999
5698,0.645,0.739,0.106,998,1169
5699,0.649,0.983,0.182,949,1626
5700,0.595,0.106,0.197,506,1262
5701,0.599,0.269,0.394,998,1615
5702,0.584,0.986,0.167,234,1734
5703,0.588,0.853,0.318,300,753
5704,0.594,0.847,0.394,791,1880
5705,0.599,0.919,0.303,588,1083
5706,0.631,0.444,0.273,978,1214
5707,0.866,0.994,0.258,131,356
5708,0.846,0.911,0.273,563,1928
5709,0.804,0.861,0.242,501,1337
5710,0.745,0.322,0.273,402,540
5711,0.743,0.322,0.227,222,402
5712,0.623,0.25,0.152,232,1179
5713,0.624,0.8,0.348,995,1149
5714,0.63,0.747,0.318,3,643
5715,0.587,0.025,0.318,527,603
5716,0.59,0.275,0.136,211,333
5717,0.601,0.836,0.439,165,775
5718,0.629,0.806,0.424,999,1948
5719,0.634,0.906,0.136,915,1863
5720,0.648,0.906,0.106,156,1473
5721,0.637,0.214,0.288,686,1860
5722,0.642,0.094,0.212,568,1513
5723,0.644,0.986,0.076,518,1015
5724,0.598,0.164,0.197,421,1707
5725,0.598,0.244,0.348,180,625
5726,0.595,0.181,0.288,680,1625
5727,0.586,0.008,0.227,863,1154
5728,0.601,0.9,0.288,108,758
5729,0.623,0.919,0.333,492,1137
5730,0.624,0.931,0.379,54,1787
5731,0.628,0.106,0.258,270,1695
5732,0.603,0.083,0.106,256,578
5733,0.635,0.656,0.212,674,1055
5734,0.868,0.986,0.273,420,603
5735,0.776,0.911,0.106,264,1657
5736,0.805,0.856,0.212,697,913
5737,0.829,0.836,0.333,660,700
5738,0.616,0.336,0.288,590,1861
5739,0.602,0.397,0.318,908,1850
5740,0.596,0.939,0.394,838,1947
5741,0.599,0.939,0.485,112,1201
5742,0.641,0.772,0.288,716,877
5743,0.645,0.981,0.212,907,1049
5744,0.645,0.067,0.197,200,1520
5745,0.608,0.275,0.333,115,124
5746,0.6,0.231,0.167,447,1938
5747,0.599,0.144,0.121,860,1880
5748,0.599,0.0,0.273,767,1517
5749,0.611,0.2,0.182,214,1301
5750,0.589,0.003,0.303,795,1589
5751,0.607,0.894,0.318,372,1868
5752,0.61,0.881,0.333,430,520
5753,0.627,0.906,0.364,997,1254
5754,0.618,0.814,0.303,846,1803
5755,0.626,0.461,0.227,999,1256
5756,0.625,0.475,0.273,182,1334
5757,0.78,0.342,0.212,272,647
5758,0.749,0.264,0.288,364,1256
5759,0.769,0.869,0.409,406,1756
5760,0.623,0.264,0.167,820,1936
5761,0.619,0.356,0.197,746,1901
5762,0.617,0.786,0.348,374,1987
5763,0.642,0.733,0.106,441,1388
5764,0.641,0.214,0.242,357,1257
5765,0.645,0.925,0.273,260,1883
5766,0.608,0.239,0.348,551,717
5767,0.603,0.139,0.182,672,734
5768,0.607,0.158,0.348,783,1143
5769,0.6,0.053,0.424,531,1020
5770,0.591,0.983,0.318,7,1620
5771,0.599,0.906,0.394,837,968
5772,0.607,0.881,0.318,603,1592
5773,0.614,0.872,0.303,945,1748
5774,0.619,0.844,0.348,97,1405
5775,0.606,0.036,0.182,700,1928
5776,0.608,0.828,0.242,842,1456
5777,0.874,0.736,0.091,248,374
5778,0.807,0.842,0.212,759,1420
5779,0.854,0.725,0.288,245,1952
5780,0.762,0.222,0.227,696,1695
5781,0.751,0.297,0.258,738,1920
5782,0.748,0.847,0.364,152,954
5783,0.611,0.322,0.303,402,1071
5784,0.604,0.381,0.348,176,1233
5785,0.593,0.844,0.348,44,917
5786,0.604,0.822,0.364,574,610
5787,0.621,0.8,0.333,269,1078
5788,0.643,0.817,0.136,948,1504
5789,0.631,0.783,0.379,324,1693
5790,0.64,0.222,0.227,209,1365
5791,0.638,0.197,0.227,270,1418
5792,0.646,0.861,0.258,200,1024
5793,0.647,0.958,0.197,607,875
5794,0.63,0.328,0.333,558,1379
5795,0.605,0.228,0.167,49,875
5796,0.616,0.969,0.318,845,1206
5797,0.602,0.922,0.394,748,1092
5798,0.604,0.925,0.364,163,753
5799,0.615,0.917,0.333,800,1062
5800,0.616,0.906,0.348,514,1371
5801,0.634,0.883,0.303,609,1947
5802,0.607,0.119,0.182,180,1787
5803,0.621,0.817,0.348,293,456
5804,0.875,0.736,0.076,367,449
5805,0.876,0.686,0.091,606,1647
5806,0.871,0.864,0.485,552,1546
5807,0.822,0.775,0.576,842,985
5808,0.845,0.953,0.136,868,1317
5809,0.762,0.289,0.288,198,1031
5810,0.619,0.342,0.227,449,1095
5811,0.594,0.4,0.333,509,1732
5812,0.601,0.747,0.288,508,1816
5813,0.611,0.083,0.318,312,805
5814,0.609,0.058,0.333,506,1147
5815,0.629,0.781,0.258,420,547
5816,0.603,0.078,0.364,494,782
5817,0.651,0.872,0.212,511,1099
5818,0.643,0.925,0.242,70,1036
5819,0.647,0.25,0.076,106,1562
5820,0.611,0.958,0.485,432,1625
5821,0.612,0.972,0.53,384,1781
5822,0.614,0.953,0.5,901,1640
5823,0.618,0.019,0.242,213,1319
5824,0.617,0.106,0.242,200,565
5825,0.616,0.111,0.273,741,1932
5826,0.612,0.097,0.364,906,1190
5827,0.598,0.967,0.348,218,1491
5828,0.637,0.903,0.288,437,1271
5829,0.615,0.222,0.318,962,1198
5830,0.628,0.833,0.167,461,630
5831,0.63,0.569,0.121,984,1775
5832,0.628,0.389,0.182,651,1301
5833,0.874,0.758,0.061,834,1740
5834,0.875,0.661,0.061,326,1990
5835,0.873,0.261,0.364,762,1103
5836,0.874,0.872,0.47,358,1080
5837,0.799,0.833,0.47,136,440
5838,0.76,0.325,0.333,325,618
5839,0.754,0.3,0.318,932,1856
5840,0.781,0.764,0.091,72,1167
5841,0.623,0.25,0.273,548,549
5842,0.617,0.544,0.242,250,1097
5843,0.617,0.475,0.212,106,315
5844,0.593,0.389,0.303,828,1909
5845,0.606,0.717,0.348,850,944
5846,0.612,0.064,0.348,269,446
5847,0.64,0.278,0.273,740,775
5848,0.625,0.136,0.318,307,1671
5849,0.636,0.967,0.091,838,1070
5850,0.644,0.167,0.152,860,1017
5851,0.61,0.297,0.288,665,1187
5852,0.608,0.131,0.182,959,1552
5853,0.609,0.936,0.348,782,1460
5854,0.601,0.875,0.045,613,1120
5855,0.635,0.867,0.348,457,1868
5856,0.618,0.247,0.303,950,1584
5857,0.63,0.667,0.076,289,462
5858,0.875,0.133,0.091,78,1042
5859,0.874,0.925,0.015,687,1752
5860,0.875,0.469,0.106,678,1008
5861,0.873,0.281,0.288,938,1940
5862,0.788,0.892,0.439,88,1861
5863,0.822,0.406,0.258,469,557
5864,0.784,0.2,0.121,701,982
5865,0.615,0.492,0.212,308,764
5866,0.613,0.369,0.273,85,1250
5867,0.594,0.311,0.333,737,1456
5868,0.614,0.064,0.333,577,872
5869,0.619,0.775,0.303,974,1522
5870,0.633,0.836,0.318,411,1428
5871,0.642,0.878,0.212,547,1921
5872,0.637,0.283,0.273,987,1000
5873,0.64,0.147,0.212,541,1717
5874,0.638,0.094,0.212,499,1043
5875,0.614,0.914,0.424,76,779
5876,0.609,0.672,0.273,750,1280
5877,0.609,0.019,0.091,34,1399
5878,0.626,0.472,0.197,724,1899
5879,0.63,0.639,0.106,389,815
5880,0.878,0.925,0.455,409,1203
5881,0.63,0.225,0.152,641,1083
5882,0.603,0.814,0.197,895,1257
5883,0.61,0.789,0.379,696,1467
5884,0.642,0.847,0.273,703,1973
5885,0.601,0.272,0.182,885,1720
5886,0.643,0.172,0.136,635,1011
5887,0.647,0.092,0.167,215,610
5888,0.646,0.978,0.212,305,1619
5889,0.647,0.931,0.273,295,1451
5890,0.625,0.325,0.394,257,383
5891,0.612,0.228,0.152,326,451
5892,0.624,0.05,0.303,848,1404
5893,0.617,0.108,0.333,983,1922
5894,0.609,0.178,0.379,207,1260
5895,0.601,0.056,0.288,312,1805
5896,0.622,0.878,0.409,595,1677
5897,0.642,0.886,0.076,287,1809
5898,0.633,0.203,0.318,577,1372
5899,0.63,0.2,0.303,151,1053
5900,0.611,0.186,0.227,676,1550
5901,0.61,0.936,0.152,2,1131
5902,0.619,0.142,0.288,235,1065
5903,0.594,0.242,0.303,648,1598
5904,0.874,0.364,0.076,114,1063
5905,0.866,0.158,0.348,103,367
5906,0.593,0.831,0.106,443,1550
5907,0.595,0.797,0.197,575,1404
5908,0.603,0.781,0.182,214,566
5909,0.615,0.817,0.348,138,631
5910,0.619,0.908,0.227,511,1444
5911,0.615,0.281,0.318,337,1417
5912,0.601,0.219,0.167,836,1424
5913,0.63,0.856,0.439,290,1184
5914,0.641,0.028,0.152,937,1928
5915,0.649,0.089,0.182,903,1672
5916,0.647,0.008,0.152,614,1197
5917,0.614,0.922,0.303,933,1637
5918,0.625,0.103,0.333,276,837
5919,0.628,0.228,0.273,762,1469
5920,0.612,0.153,0.197,260,1464
5921,0.612,0.917,0.136,599,1392
5922,0.628,0.381,0.136,885,1176
5923,0.626,0.375,0.152,965,1715
5924,0.625,0.108,0.091,861,946
5925,0.885,0.942,0.318,582,1422
5926,0.781,0.978,0.152,483,1844
5927,0.611,0.378,0.303,647,1942
5928,0.6,0.875,0.273,634,1560
5929,0.603,0.986,0.167,273,1939
5930,0.622,0.0,0.242,803,1958
5931,0.621,0.989,0.227,693,1799
5932,0.64,0.339,0.273,768,1180
5933,0.604,0.194,0.167,506,1117
5934,0.658,0.344,0.03,601,1980
5935,0.649,0.978,0.106,883,1681
5936,0.629,0.022,0.258,364,1757
5937,0.629,0.072,0.258,381,1124
5938,0.624,0.119,0.348,532,893
5939,0.615,0.186,0.364,294,1872
5940,0.627,0.842,0.455,867,1745
5941,0.637,0.928,0.273,994,1262
5942,0.616,0.211,0.348,74,1340
5943,0.613,0.889,0.061,848,1083
5944,0.626,0.864,0.167,874,1801
5945,0.597,0.311,0.364,951,1346
5946,0.872,0.256,0.076,8,1932
5947,0.609,0.447,0.288,796,1973
5948,0.605,0.914,0.242,389,573
5949,0.62,0.786,0.258,968,1235
5950,0.623,0.942,0.197,277,846
5951,0.625,0.819,0.258,491,1426
5952,0.64,0.389,0.167,716,736
5953,0.608,0.256,0.197,993,1606
5954,0.653,0.15,0.152,21,1409
5955,0.652,0.342,0.076,734,1372
5956,0.621,0.069,0.394,236,862
5957,0.618,0.067,0.288,878,1366
5958,0.621,0.192,0.227,282,1503
5959,0.62,0.244,0.258,763,1304
5960,0.617,0.244,0.318,446,700
5961,0.61,0.147,0.303,942,1997
5962,0.64,0.933,0.212,773,1605
5963,0.642,0.394,0.091,455,1047
5964,0.641,0.289,0.136,911,1225
5965,0.62,0.242,0.333,351,811
5966,0.616,0.231,0.333,181,690
5967,0.613,0.0,0.03,776,1821
5968,0.622,0.856,0.121,428,1157
5969,0.626,0.947,0.167,490,778
5970,0.626,0.139,0.061,860,1401
5971,0.622,0.325,0.197,598,988
5972,0.599,0.308,0.394,311,792
5973,0.872,0.994,0.091,896,1299
5974,0.818,0.4,0.242,296,780
5975,0.768,0.175,0.152,99,982
5976,0.784,0.028,0.106,126,614
5977,0.609,0.3,0.182,904,1455
5978,0.6,0.306,0.242,651,954
5979,0.599,0.811,0.348,200,1579
5980,0.613,0.742,0.348,76,1706
5981,0.627,0.919,0.242,168,775
5982,0.637,0.647,0.182,746,1432
5983,0.639,0.589,0.091,392,979
5984,0.634,0.308,0.318,347,1687
5985,0.609,0.175,0.197,658,1559
5986,0.657,0.942,0.045,798,1104
5987,0.651,0.314,0.076,664,1434
5988,0.649,0.892,0.045,619,1993
5989,0.634,0.836,0.273,888,1532
5990,0.614,0.158,0.242,167,1856
5991,0.612,0.081,0.288,478,515
5992,0.64,0.528,0.121,367,1940
5993,0.614,0.989,0.106,577,1099
5994,0.629,0.0,0.167,219,459
5995,0.615,0.361,0.409,628,1854
5996,0.612,0.358,0.424,228,1075
5997,0.875,0.044,0.061,29,1572
5998,0.794,0.975,0.288,315,1258
5999,0.747,0.011,0.106,240,1063
6000,0.609,0.206,0.212,182,1842
6001,0.611,0.972,0.348,788,1911
6002,0.622,0.733,0.273,424,917
6003,0.629,0.969,0.227,920,1315
6004,0.629,0.981,0.273,358,1726
6005,0.616,0.239,0.242,19,1280
6006,0.646,0.058,0.106,590,733
6007,0.656,0.267,0.136,398,756
6008,0.655,0.35,0.03,511,1071
6009,0.652,0.233,0.091,373,1889
6010,0.619,0.181,0.318,881,1052
6011,0.617,0.108,0.258,654,1884
6012,0.616,0.058,0.303,483,1691
6013,0.616,0.856,0.303,132,1838
6014,0.639,0.469,0.152,657,1040
6015,0.615,0.933,0.152,679,878
6016,0.616,0.944,0.197,262,606
6017,0.618,0.911,0.303,349,1463
6018,0.622,0.928,0.273,690,1131
6019,0.628,0.911,0.258,22,1102
6020,0.839,0.825,0.379,700,1708
6021,0.858,0.992,0.212,568,901
6022,0.749,0.831,0.182,473,1603
6023,0.624,0.292,0.258,410,1865
6024,0.593,0.197,0.258,513,1987
6025,0.61,0.908,0.258,15,590
6026,0.612,0.958,0.348,649,1657
6027,0.619,0.769,0.258,987,1451
